county	date	fatalities
Irion	Cases 11-04-2020	14
Jack	Cases 11-04-2020	158
Jackson	Cases 11-04-2020	669
Jasper	Cases 11-04-2020	523
Jeff Davis	Cases 11-04-2020	23
Jefferson	Cases 11-04-2020	8548
Jim Hogg	Cases 11-04-2020	184
Jim Wells	Cases 11-04-2020	1757
Johnson	Cases 11-04-2020	3926
Jones	Cases 11-04-2020	616
Karnes	Cases 11-04-2020	962
Kaufman	Cases 11-04-2020	3699
Kendall	Cases 11-04-2020	392
Kenedy	Cases 11-04-2020	11
Kent	Cases 11-04-2020	12
Kerr	Cases 11-04-2020	728
Kimble	Cases 11-04-2020	34
King	Cases 11-04-2020	1
Kinney	Cases 11-04-2020	79
Kleberg	Cases 11-04-2020	1042
Knox	Cases 11-04-2020	114
Lamar	Cases 11-04-2020	1990
Lamb	Cases 11-04-2020	628
Lampasas	Cases 11-04-2020	325
La Salle	Cases 11-04-2020	382
Lavaca	Cases 11-04-2020	1190
Lee	Cases 11-04-2020	249
Leon	Cases 11-04-2020	388
Liberty	Cases 11-04-2020	2323
Limestone	Cases 11-04-2020	692
Lipscomb	Cases 11-04-2020	75
Live Oak	Cases 11-04-2020	393
Llano	Cases 11-04-2020	204
Loving	Cases 11-04-2020	0
Lubbock	Cases 11-04-2020	20788
Lynn	Cases 11-04-2020	213
McCulloch	Cases 11-04-2020	223
McLennan	Cases 11-04-2020	10528
McMullen	Cases 11-04-2020	25
Madison	Cases 11-04-2020	779
Marion	Cases 11-04-2020	174
Martin	Cases 11-04-2020	100
Mason	Cases 11-04-2020	84
Matagorda	Cases 11-04-2020	1130
Maverick	Cases 11-04-2020	4365
Medina	Cases 11-04-2020	1293
Menard	Cases 11-04-2020	78
Midland	Cases 11-04-2020	5843
Milam	Cases 11-04-2020	552
Mills	Cases 11-04-2020	84
Mitchell	Cases 11-04-2020	220
Montague	Cases 11-04-2020	314
Montgomery	Cases 11-04-2020	13534
Moore	Cases 11-04-2020	1380
Morris	Cases 11-04-2020	240
Motley	Cases 11-04-2020	17
Nacogdoches	Cases 11-04-2020	1837
Navarro	Cases 11-04-2020	1484
Newton	Cases 11-04-2020	190
Nolan	Cases 11-04-2020	457
Nueces	Cases 11-04-2020	16309
Ochiltree	Cases 11-04-2020	341
Oldham	Cases 11-04-2020	28
Orange	Cases 11-04-2020	2267
Palo Pinto	Cases 11-04-2020	765
Panola	Cases 11-04-2020	493
Parker	Cases 11-04-2020	2598
Parmer	Cases 11-04-2020	609
Pecos	Cases 11-04-2020	533
Polk	Cases 11-04-2020	926
Potter	Cases 11-04-2020	8766
Presidio	Cases 11-04-2020	183
Rains	Cases 11-04-2020	97
Randall	Cases 11-04-2020	6212
Reagan	Cases 11-04-2020	98
Real	Cases 11-04-2020	126
Red River	Cases 11-04-2020	204
Reeves	Cases 11-04-2020	292
Refugio	Cases 11-04-2020	321
Roberts	Cases 11-04-2020	15
Robertson	Cases 11-04-2020	441
Rockwall	Cases 11-04-2020	2059
Runnels	Cases 11-04-2020	308
Rusk	Cases 11-04-2020	1057
Sabine	Cases 11-04-2020	106
San Augustine	Cases 11-04-2020	222
San Jacinto	Cases 11-04-2020	242
San Patricio	Cases 11-04-2020	1592
San Saba	Cases 11-04-2020	246
Schleicher	Cases 11-04-2020	55
Scurry	Cases 11-04-2020	1194
Shackelford	Cases 11-04-2020	40
Shelby	Cases 11-04-2020	563
Sherman	Cases 11-04-2020	79
Smith	Cases 11-04-2020	4682
Somervell	Cases 11-04-2020	165
Starr	Cases 11-04-2020	3603
Stephens	Cases 11-04-2020	171
Sterling	Cases 11-04-2020	23
Stonewall	Cases 11-04-2020	21
Sutton	Cases 11-04-2020	116
Swisher	Cases 11-04-2020	164
Tarrant	Cases 11-04-2020	62453
Taylor	Cases 11-04-2020	2392
Terrell	Cases 11-04-2020	4
Terry	Cases 11-04-2020	652
Throckmorton	Cases 11-04-2020	19
Titus	Cases 11-04-2020	1625
Tom Green	Cases 11-04-2020	2690
Travis	Cases 11-04-2020	32451
Trinity	Cases 11-04-2020	210
Tyler	Cases 11-04-2020	276
Upshur	Cases 11-04-2020	521
Upton	Cases 11-04-2020	28
Uvalde	Cases 11-04-2020	855
Val Verde	Cases 11-04-2020	2701
Van Zandt	Cases 11-04-2020	726
Victoria	Cases 11-04-2020	4340
Walker	Cases 11-04-2020	3953
Waller	Cases 11-04-2020	1019
Ward	Cases 11-04-2020	176
Washington	Cases 11-04-2020	725
Webb	Cases 11-04-2020	15539
Wharton	Cases 11-04-2020	1455
Wheeler	Cases 11-04-2020	114
Wichita	Cases 11-04-2020	4292
Wilbarger	Cases 11-04-2020	408
Willacy	Cases 11-04-2020	1265
Williamson	Cases 11-04-2020	9708
Wilson	Cases 11-04-2020	1006
Winkler	Cases 11-04-2020	154
Wise	Cases 11-04-2020	1004
Wood	Cases 11-04-2020	672
Yoakum	Cases 11-04-2020	389
Young	Cases 11-04-2020	643
Zapata	Cases 11-04-2020	361
Zavala	Cases 11-04-2020	476
Anderson	Cases 11-05-2020	3011
Andrews	Cases 11-05-2020	726
Angelina	Cases 11-05-2020	2343
Aransas	Cases 11-05-2020	360
Archer	Cases 11-05-2020	171
Armstrong	Cases 11-05-2020	29
Atascosa	Cases 11-05-2020	1294
Austin	Cases 11-05-2020	523
Bailey	Cases 11-05-2020	334
Bandera	Cases 11-05-2020	196
Bastrop	Cases 11-05-2020	2059
Baylor	Cases 11-05-2020	46
Bee	Cases 11-05-2020	1874
Bell	Cases 11-05-2020	6770
Bexar	Cases 11-05-2020	54183
Blanco	Cases 11-05-2020	166
Borden	Cases 11-05-2020	3
Bosque	Cases 11-05-2020	425
Bowie	Cases 11-05-2020	2145
Brazoria	Cases 11-05-2020	12731
Brazos	Cases 11-05-2020	7912
Brewster	Cases 11-05-2020	271
Briscoe	Cases 11-05-2020	25
Brooks	Cases 11-05-2020	366
Brown	Cases 11-05-2020	729
Burleson	Cases 11-05-2020	494
Burnet	Cases 11-05-2020	1120
Caldwell	Cases 11-05-2020	1749
Calhoun	Cases 11-05-2020	939
Callahan	Cases 11-05-2020	147
Cameron	Cases 11-05-2020	24478
Camp	Cases 11-05-2020	411
Carson	Cases 11-05-2020	62
Cass	Cases 11-05-2020	581
Castro	Cases 11-05-2020	339
Chambers	Cases 11-05-2020	1627
Cherokee	Cases 11-05-2020	1668
Childress	Cases 11-05-2020	135
Clay	Cases 11-05-2020	138
Cochran	Cases 11-05-2020	131
Coke	Cases 11-05-2020	133
Coleman	Cases 11-05-2020	102
Collin	Cases 11-05-2020	19480
Collingsworth	Cases 11-05-2020	22
Colorado	Cases 11-05-2020	510
Comal	Cases 11-05-2020	2912
Comanche	Cases 11-05-2020	386
Concho	Cases 11-05-2020	144
Cooke	Cases 11-05-2020	593
Coryell	Cases 11-05-2020	2036
Cottle	Cases 11-05-2020	42
Crane	Cases 11-05-2020	83
Crockett	Cases 11-05-2020	167
Crosby	Cases 11-05-2020	133
Culberson	Cases 11-05-2020	129
Dallam	Cases 11-05-2020	412
Dallas	Cases 11-05-2020	99160
Dawson	Cases 11-05-2020	958
Deaf Smith	Cases 11-05-2020	1104
Delta	Cases 11-05-2020	40
Denton	Cases 11-05-2020	15415
DeWitt	Cases 11-05-2020	1111
Dickens	Cases 11-05-2020	58
Dimmit	Cases 11-05-2020	297
Donley	Cases 11-05-2020	92
Duval	Cases 11-05-2020	511
Eastland	Cases 11-05-2020	279
Ector	Cases 11-05-2020	4250
Edwards	Cases 11-05-2020	72
Ellis	Cases 11-05-2020	5190
El Paso	Cases 11-05-2020	58429
Erath	Cases 11-05-2020	1115
Falls	Cases 11-05-2020	708
Fannin	Cases 11-05-2020	834
Fayette	Cases 11-05-2020	547
Fisher	Cases 11-05-2020	125
Floyd	Cases 11-05-2020	140
Foard	Cases 11-05-2020	22
Fort Bend	Cases 11-05-2020	17862
Franklin	Cases 11-05-2020	229
Freestone	Cases 11-05-2020	471
Frio	Cases 11-05-2020	1026
Gaines	Cases 11-05-2020	620
Galveston	Cases 11-05-2020	12910
Garza	Cases 11-05-2020	139
Gillespie	Cases 11-05-2020	369
Glasscock	Cases 11-05-2020	14
Goliad	Cases 11-05-2020	165
Gonzales	Cases 11-05-2020	1144
Gray	Cases 11-05-2020	560
Grayson	Cases 11-05-2020	2919
Gregg	Cases 11-05-2020	2656
Grimes	Cases 11-05-2020	1230
Guadalupe	Cases 11-05-2020	3917
Hale	Cases 11-05-2020	2907
Hall	Cases 11-05-2020	47
Hamilton	Cases 11-05-2020	215
Hansford	Cases 11-05-2020	207
Hardeman	Cases 11-05-2020	65
Hardin	Cases 11-05-2020	1476
Harris	Cases 11-05-2020	164445
Harrison	Cases 11-05-2020	1128
Hartley	Cases 11-05-2020	191
Haskell	Cases 11-05-2020	90
Hays	Cases 11-05-2020	6265
Hemphill	Cases 11-05-2020	187
Henderson	Cases 11-05-2020	1393
Hidalgo	Cases 11-05-2020	36277
Hill	Cases 11-05-2020	907
Hockley	Cases 11-05-2020	924
Hood	Cases 11-05-2020	1269
Hopkins	Cases 11-05-2020	718
Houston	Cases 11-05-2020	435
Howard	Cases 11-05-2020	1245
Hudspeth	Cases 11-05-2020	119
Hunt	Cases 11-05-2020	2155
Hutchinson	Cases 11-05-2020	406
Irion	Cases 11-05-2020	14
Jack	Cases 11-05-2020	159
Jackson	Cases 11-05-2020	670
Jasper	Cases 11-05-2020	524
Jeff Davis	Cases 11-05-2020	23
Jefferson	Cases 11-05-2020	8659
Jim Hogg	Cases 11-05-2020	185
Jim Wells	Cases 11-05-2020	1777
Johnson	Cases 11-05-2020	3972
Jones	Cases 11-05-2020	612
Karnes	Cases 11-05-2020	965
Kaufman	Cases 11-05-2020	3726
Kendall	Cases 11-05-2020	395
Kenedy	Cases 11-05-2020	11
Kent	Cases 11-05-2020	12
Kerr	Cases 11-05-2020	736
Kimble	Cases 11-05-2020	34
King	Cases 11-05-2020	1
Kinney	Cases 11-05-2020	79
Kleberg	Cases 11-05-2020	1045
Knox	Cases 11-05-2020	114
Lamar	Cases 11-05-2020	2017
Lamb	Cases 11-05-2020	675
Lampasas	Cases 11-05-2020	329
La Salle	Cases 11-05-2020	383
Lavaca	Cases 11-05-2020	1194
Lee	Cases 11-05-2020	249
Leon	Cases 11-05-2020	394
Liberty	Cases 11-05-2020	2320
Limestone	Cases 11-05-2020	695
Lipscomb	Cases 11-05-2020	76
Live Oak	Cases 11-05-2020	394
Llano	Cases 11-05-2020	212
Loving	Cases 11-05-2020	0
Lubbock	Cases 11-05-2020	21319
Lynn	Cases 11-05-2020	229
McCulloch	Cases 11-05-2020	225
McLennan	Cases 11-05-2020	10674
McMullen	Cases 11-05-2020	25
Madison	Cases 11-05-2020	784
Marion	Cases 11-05-2020	174
Martin	Cases 11-05-2020	101
Mason	Cases 11-05-2020	85
Matagorda	Cases 11-05-2020	1130
Maverick	Cases 11-05-2020	4401
Medina	Cases 11-05-2020	1296
Menard	Cases 11-05-2020	80
Midland	Cases 11-05-2020	5843
Milam	Cases 11-05-2020	556
Mills	Cases 11-05-2020	87
Mitchell	Cases 11-05-2020	223
Montague	Cases 11-05-2020	323
Montgomery	Cases 11-05-2020	13572
Moore	Cases 11-05-2020	1406
Morris	Cases 11-05-2020	240
Motley	Cases 11-05-2020	18
Nacogdoches	Cases 11-05-2020	1843
Navarro	Cases 11-05-2020	1488
Newton	Cases 11-05-2020	190
Nolan	Cases 11-05-2020	466
Nueces	Cases 11-05-2020	16326
Ochiltree	Cases 11-05-2020	341
Oldham	Cases 11-05-2020	28
Orange	Cases 11-05-2020	2296
Palo Pinto	Cases 11-05-2020	768
Panola	Cases 11-05-2020	494
Parker	Cases 11-05-2020	2631
Parmer	Cases 11-05-2020	612
Pecos	Cases 11-05-2020	549
Polk	Cases 11-05-2020	931
Potter	Cases 11-05-2020	9019
Presidio	Cases 11-05-2020	188
Rains	Cases 11-05-2020	103
Randall	Cases 11-05-2020	6508
Reagan	Cases 11-05-2020	98
Real	Cases 11-05-2020	126
Red River	Cases 11-05-2020	208
Reeves	Cases 11-05-2020	295
Refugio	Cases 11-05-2020	321
Roberts	Cases 11-05-2020	15
Robertson	Cases 11-05-2020	442
Rockwall	Cases 11-05-2020	2098
Runnels	Cases 11-05-2020	309
Rusk	Cases 11-05-2020	1060
Sabine	Cases 11-05-2020	109
San Augustine	Cases 11-05-2020	222
San Jacinto	Cases 11-05-2020	244
San Patricio	Cases 11-05-2020	1592
San Saba	Cases 11-05-2020	247
Schleicher	Cases 11-05-2020	56
Scurry	Cases 11-05-2020	1208
Shackelford	Cases 11-05-2020	42
Shelby	Cases 11-05-2020	563
Sherman	Cases 11-05-2020	80
Smith	Cases 11-05-2020	4773
Somervell	Cases 11-05-2020	174
Starr	Cases 11-05-2020	3604
Stephens	Cases 11-05-2020	172
Sterling	Cases 11-05-2020	23
Stonewall	Cases 11-05-2020	21
Sutton	Cases 11-05-2020	120
Swisher	Cases 11-05-2020	167
Tarrant	Cases 11-05-2020	63030
Taylor	Cases 11-05-2020	2424
Terrell	Cases 11-05-2020	7
Terry	Cases 11-05-2020	674
Throckmorton	Cases 11-05-2020	20
Titus	Cases 11-05-2020	1630
Tom Green	Cases 11-05-2020	2706
Travis	Cases 11-05-2020	32605
Trinity	Cases 11-05-2020	210
Tyler	Cases 11-05-2020	276
Upshur	Cases 11-05-2020	530
Upton	Cases 11-05-2020	29
Uvalde	Cases 11-05-2020	860
Val Verde	Cases 11-05-2020	2720
Van Zandt	Cases 11-05-2020	757
Victoria	Cases 11-05-2020	4375
Walker	Cases 11-05-2020	3939
Waller	Cases 11-05-2020	1019
Ward	Cases 11-05-2020	179
Washington	Cases 11-05-2020	744
Webb	Cases 11-05-2020	15656
Wharton	Cases 11-05-2020	1457
Wheeler	Cases 11-05-2020	128
Wichita	Cases 11-05-2020	4431
Wilbarger	Cases 11-05-2020	417
Willacy	Cases 11-05-2020	1265
Williamson	Cases 11-05-2020	9755
Wilson	Cases 11-05-2020	1007
Winkler	Cases 11-05-2020	161
Wise	Cases 11-05-2020	1022
Wood	Cases 11-05-2020	693
Yoakum	Cases 11-05-2020	405
Young	Cases 11-05-2020	658
Zapata	Cases 11-05-2020	361
Zavala	Cases 11-05-2020	478
Anderson	Cases 11-06-2020	3008
Andrews	Cases 11-06-2020	741
Angelina	Cases 11-06-2020	2343
Aransas	Cases 11-06-2020	360
Archer	Cases 11-06-2020	171
Armstrong	Cases 11-06-2020	29
Atascosa	Cases 11-06-2020	1298
Austin	Cases 11-06-2020	523
Bailey	Cases 11-06-2020	334
Bandera	Cases 11-06-2020	197
Bastrop	Cases 11-06-2020	2063
Baylor	Cases 11-06-2020	46
Bee	Cases 11-06-2020	1880
Bell	Cases 11-06-2020	6853
Bexar	Cases 11-06-2020	54310
Blanco	Cases 11-06-2020	167
Borden	Cases 11-06-2020	3
Bosque	Cases 11-06-2020	433
Bowie	Cases 11-06-2020	2183
Brazoria	Cases 11-06-2020	12806
Brazos	Cases 11-06-2020	7942
Brewster	Cases 11-06-2020	277
Briscoe	Cases 11-06-2020	25
Brooks	Cases 11-06-2020	370
Brown	Cases 11-06-2020	736
Burleson	Cases 11-06-2020	496
Burnet	Cases 11-06-2020	1137
Caldwell	Cases 11-06-2020	1752
Calhoun	Cases 11-06-2020	940
Callahan	Cases 11-06-2020	153
Cameron	Cases 11-06-2020	24561
Camp	Cases 11-06-2020	412
Carson	Cases 11-06-2020	62
Cass	Cases 11-06-2020	591
Castro	Cases 11-06-2020	339
Chambers	Cases 11-06-2020	1627
Cherokee	Cases 11-06-2020	1670
Childress	Cases 11-06-2020	135
Clay	Cases 11-06-2020	138
Cochran	Cases 11-06-2020	131
Coke	Cases 11-06-2020	134
Coleman	Cases 11-06-2020	105
Collin	Cases 11-06-2020	19701
Collingsworth	Cases 11-06-2020	22
Colorado	Cases 11-06-2020	510
Comal	Cases 11-06-2020	2927
Comanche	Cases 11-06-2020	391
Concho	Cases 11-06-2020	145
Cooke	Cases 11-06-2020	596
Coryell	Cases 11-06-2020	2051
Cottle	Cases 11-06-2020	44
Crane	Cases 11-06-2020	83
Crockett	Cases 11-06-2020	167
Crosby	Cases 11-06-2020	133
Culberson	Cases 11-06-2020	130
Dallam	Cases 11-06-2020	412
Dallas	Cases 11-06-2020	99761
Dawson	Cases 11-06-2020	972
Deaf Smith	Cases 11-06-2020	1104
Delta	Cases 11-06-2020	40
Denton	Cases 11-06-2020	15566
DeWitt	Cases 11-06-2020	1110
Dickens	Cases 11-06-2020	58
Dimmit	Cases 11-06-2020	301
Donley	Cases 11-06-2020	92
Duval	Cases 11-06-2020	520
Eastland	Cases 11-06-2020	285
Ector	Cases 11-06-2020	4294
Edwards	Cases 11-06-2020	72
Ellis	Cases 11-06-2020	5229
El Paso	Cases 11-06-2020	59852
Erath	Cases 11-06-2020	1124
Falls	Cases 11-06-2020	709
Fannin	Cases 11-06-2020	839
Fayette	Cases 11-06-2020	550
Fisher	Cases 11-06-2020	128
Floyd	Cases 11-06-2020	140
Foard	Cases 11-06-2020	22
Fort Bend	Cases 11-06-2020	18025
Franklin	Cases 11-06-2020	230
Freestone	Cases 11-06-2020	470
Frio	Cases 11-06-2020	1027
Gaines	Cases 11-06-2020	642
Galveston	Cases 11-06-2020	12979
Garza	Cases 11-06-2020	139
Gillespie	Cases 11-06-2020	369
Glasscock	Cases 11-06-2020	14
Goliad	Cases 11-06-2020	168
Gonzales	Cases 11-06-2020	1146
Gray	Cases 11-06-2020	560
Grayson	Cases 11-06-2020	2948
Gregg	Cases 11-06-2020	2671
Grimes	Cases 11-06-2020	1229
Guadalupe	Cases 11-06-2020	3919
Hale	Cases 11-06-2020	2967
Hall	Cases 11-06-2020	47
Hamilton	Cases 11-06-2020	221
Hansford	Cases 11-06-2020	207
Hardeman	Cases 11-06-2020	67
Hardin	Cases 11-06-2020	1486
Harris	Cases 11-06-2020	165252
Harrison	Cases 11-06-2020	1144
Hartley	Cases 11-06-2020	191
Haskell	Cases 11-06-2020	90
Hays	Cases 11-06-2020	6313
Hemphill	Cases 11-06-2020	187
Henderson	Cases 11-06-2020	1396
Hidalgo	Cases 11-06-2020	36493
Hill	Cases 11-06-2020	924
Hockley	Cases 11-06-2020	924
Hood	Cases 11-06-2020	1273
Hopkins	Cases 11-06-2020	722
Houston	Cases 11-06-2020	435
Howard	Cases 11-06-2020	1248
Hudspeth	Cases 11-06-2020	120
Hunt	Cases 11-06-2020	2187
Hutchinson	Cases 11-06-2020	406
Irion	Cases 11-06-2020	14
Jack	Cases 11-06-2020	162
Jackson	Cases 11-06-2020	676
Jasper	Cases 11-06-2020	524
Jeff Davis	Cases 11-06-2020	24
Jefferson	Cases 11-06-2020	8718
Jim Hogg	Cases 11-06-2020	186
Jim Wells	Cases 11-06-2020	1782
Johnson	Cases 11-06-2020	4006
Jones	Cases 11-06-2020	613
Karnes	Cases 11-06-2020	965
Kaufman	Cases 11-06-2020	3760
Kendall	Cases 11-06-2020	396
Kenedy	Cases 11-06-2020	11
Kent	Cases 11-06-2020	12
Kerr	Cases 11-06-2020	735
Kimble	Cases 11-06-2020	34
King	Cases 11-06-2020	1
Kinney	Cases 11-06-2020	79
Kleberg	Cases 11-06-2020	1047
Knox	Cases 11-06-2020	114
Lamar	Cases 11-06-2020	2049
Lamb	Cases 11-06-2020	675
Lampasas	Cases 11-06-2020	331
La Salle	Cases 11-06-2020	382
Lavaca	Cases 11-06-2020	1203
Lee	Cases 11-06-2020	250
Leon	Cases 11-06-2020	396
Liberty	Cases 11-06-2020	2321
Limestone	Cases 11-06-2020	695
Lipscomb	Cases 11-06-2020	76
Live Oak	Cases 11-06-2020	394
Llano	Cases 11-06-2020	219
Loving	Cases 11-06-2020	0
Lubbock	Cases 11-06-2020	21746
Lynn	Cases 11-06-2020	232
McCulloch	Cases 11-06-2020	227
McLennan	Cases 11-06-2020	10784
McMullen	Cases 11-06-2020	25
Madison	Cases 11-06-2020	790
Marion	Cases 11-06-2020	175
Martin	Cases 11-06-2020	104
Mason	Cases 11-06-2020	87
Matagorda	Cases 11-06-2020	1131
Maverick	Cases 11-06-2020	4418
Medina	Cases 11-06-2020	1304
Menard	Cases 11-06-2020	84
Midland	Cases 11-06-2020	5843
Milam	Cases 11-06-2020	569
Mills	Cases 11-06-2020	94
Mitchell	Cases 11-06-2020	229
Montague	Cases 11-06-2020	336
Montgomery	Cases 11-06-2020	13602
Moore	Cases 11-06-2020	1406
Morris	Cases 11-06-2020	244
Motley	Cases 11-06-2020	18
Nacogdoches	Cases 11-06-2020	1849
Navarro	Cases 11-06-2020	1499
Newton	Cases 11-06-2020	190
Nolan	Cases 11-06-2020	472
Nueces	Cases 11-06-2020	16362
Ochiltree	Cases 11-06-2020	341
Oldham	Cases 11-06-2020	28
Orange	Cases 11-06-2020	2328
Palo Pinto	Cases 11-06-2020	770
Panola	Cases 11-06-2020	497
Parker	Cases 11-06-2020	2658
Parmer	Cases 11-06-2020	612
Pecos	Cases 11-06-2020	549
Polk	Cases 11-06-2020	931
Potter	Cases 11-06-2020	9226
Presidio	Cases 11-06-2020	190
Rains	Cases 11-06-2020	103
Randall	Cases 11-06-2020	6715
Reagan	Cases 11-06-2020	101
Real	Cases 11-06-2020	126
Red River	Cases 11-06-2020	209
Reeves	Cases 11-06-2020	298
Refugio	Cases 11-06-2020	321
Roberts	Cases 11-06-2020	15
Robertson	Cases 11-06-2020	446
Rockwall	Cases 11-06-2020	2106
Runnels	Cases 11-06-2020	313
Rusk	Cases 11-06-2020	1061
Sabine	Cases 11-06-2020	109
San Augustine	Cases 11-06-2020	222
San Jacinto	Cases 11-06-2020	245
San Patricio	Cases 11-06-2020	1592
San Saba	Cases 11-06-2020	252
Schleicher	Cases 11-06-2020	56
Scurry	Cases 11-06-2020	1227
Shackelford	Cases 11-06-2020	42
Shelby	Cases 11-06-2020	563
Sherman	Cases 11-06-2020	80
Smith	Cases 11-06-2020	4788
Somervell	Cases 11-06-2020	176
Starr	Cases 11-06-2020	3610
Stephens	Cases 11-06-2020	173
Sterling	Cases 11-06-2020	23
Stonewall	Cases 11-06-2020	21
Sutton	Cases 11-06-2020	121
Swisher	Cases 11-06-2020	167
Tarrant	Cases 11-06-2020	63825
Taylor	Cases 11-06-2020	2476
Terrell	Cases 11-06-2020	8
Terry	Cases 11-06-2020	693
Throckmorton	Cases 11-06-2020	20
Titus	Cases 11-06-2020	1638
Tom Green	Cases 11-06-2020	2723
Travis	Cases 11-06-2020	32748
Trinity	Cases 11-06-2020	211
Tyler	Cases 11-06-2020	278
Upshur	Cases 11-06-2020	533
Upton	Cases 11-06-2020	29
Uvalde	Cases 11-06-2020	866
Val Verde	Cases 11-06-2020	2741
Van Zandt	Cases 11-06-2020	760
Victoria	Cases 11-06-2020	4399
Walker	Cases 11-06-2020	3938
Waller	Cases 11-06-2020	1022
Ward	Cases 11-06-2020	179
Washington	Cases 11-06-2020	750
Webb	Cases 11-06-2020	15768
Wharton	Cases 11-06-2020	1463
Wheeler	Cases 11-06-2020	128
Wichita	Cases 11-06-2020	4541
Wilbarger	Cases 11-06-2020	419
Willacy	Cases 11-06-2020	1267
Williamson	Cases 11-06-2020	9815
Wilson	Cases 11-06-2020	1008
Winkler	Cases 11-06-2020	161
Wise	Cases 11-06-2020	1033
Wood	Cases 11-06-2020	697
Yoakum	Cases 11-06-2020	409
Young	Cases 11-06-2020	673
Zapata	Cases 11-06-2020	361
Zavala	Cases 11-06-2020	481
Anderson	Cases 11-07-2020	3018
Andrews	Cases 11-07-2020	741
Angelina	Cases 11-07-2020	2343
Aransas	Cases 11-07-2020	360
Archer	Cases 11-07-2020	171
Armstrong	Cases 11-07-2020	31
Atascosa	Cases 11-07-2020	1300
Austin	Cases 11-07-2020	524
Bailey	Cases 11-07-2020	359
Bandera	Cases 11-07-2020	197
Bastrop	Cases 11-07-2020	2067
Baylor	Cases 11-07-2020	46
Bee	Cases 11-07-2020	1884
Bell	Cases 11-07-2020	6866
Bexar	Cases 11-07-2020	54441
Blanco	Cases 11-07-2020	167
Borden	Cases 11-07-2020	3
Bosque	Cases 11-07-2020	434
Bowie	Cases 11-07-2020	2183
Brazoria	Cases 11-07-2020	12850
Brazos	Cases 11-07-2020	7974
Brewster	Cases 11-07-2020	279
Briscoe	Cases 11-07-2020	25
Brooks	Cases 11-07-2020	371
Brown	Cases 11-07-2020	740
Burleson	Cases 11-07-2020	501
Burnet	Cases 11-07-2020	1139
Caldwell	Cases 11-07-2020	1758
Calhoun	Cases 11-07-2020	941
Callahan	Cases 11-07-2020	153
Cameron	Cases 11-07-2020	24598
Camp	Cases 11-07-2020	412
Carson	Cases 11-07-2020	71
Cass	Cases 11-07-2020	591
Castro	Cases 11-07-2020	349
Chambers	Cases 11-07-2020	1627
Cherokee	Cases 11-07-2020	1670
Childress	Cases 11-07-2020	734
Clay	Cases 11-07-2020	138
Cochran	Cases 11-07-2020	132
Coke	Cases 11-07-2020	136
Coleman	Cases 11-07-2020	105
Collin	Cases 11-07-2020	19810
Collingsworth	Cases 11-07-2020	22
Colorado	Cases 11-07-2020	513
Comal	Cases 11-07-2020	2928
Comanche	Cases 11-07-2020	391
Concho	Cases 11-07-2020	145
Cooke	Cases 11-07-2020	596
Coryell	Cases 11-07-2020	2062
Cottle	Cases 11-07-2020	44
Crane	Cases 11-07-2020	83
Crockett	Cases 11-07-2020	168
Crosby	Cases 11-07-2020	149
Culberson	Cases 11-07-2020	131
Dallam	Cases 11-07-2020	414
Dallas	Cases 11-07-2020	100628
Dawson	Cases 11-07-2020	976
Deaf Smith	Cases 11-07-2020	1162
Delta	Cases 11-07-2020	40
Denton	Cases 11-07-2020	15737
DeWitt	Cases 11-07-2020	1109
Dickens	Cases 11-07-2020	60
Dimmit	Cases 11-07-2020	303
Donley	Cases 11-07-2020	93
Duval	Cases 11-07-2020	524
Eastland	Cases 11-07-2020	285
Ector	Cases 11-07-2020	4360
Edwards	Cases 11-07-2020	73
Ellis	Cases 11-07-2020	5229
El Paso	Cases 11-07-2020	61104
Erath	Cases 11-07-2020	1124
Falls	Cases 11-07-2020	709
Fannin	Cases 11-07-2020	834
Fayette	Cases 11-07-2020	552
Fisher	Cases 11-07-2020	128
Floyd	Cases 11-07-2020	160
Foard	Cases 11-07-2020	22
Fort Bend	Cases 11-07-2020	18090
Franklin	Cases 11-07-2020	230
Freestone	Cases 11-07-2020	471
Frio	Cases 11-07-2020	1026
Gaines	Cases 11-07-2020	646
Galveston	Cases 11-07-2020	13023
Garza	Cases 11-07-2020	147
Gillespie	Cases 11-07-2020	372
Glasscock	Cases 11-07-2020	14
Goliad	Cases 11-07-2020	168
Gonzales	Cases 11-07-2020	1150
Gray	Cases 11-07-2020	584
Grayson	Cases 11-07-2020	3002
Gregg	Cases 11-07-2020	2671
Grimes	Cases 11-07-2020	1233
Guadalupe	Cases 11-07-2020	3919
Hale	Cases 11-07-2020	2967
Hall	Cases 11-07-2020	50
Hamilton	Cases 11-07-2020	226
Hansford	Cases 11-07-2020	215
Hardeman	Cases 11-07-2020	67
Hardin	Cases 11-07-2020	1489
Harris	Cases 11-07-2020	165967
Harrison	Cases 11-07-2020	1144
Hartley	Cases 11-07-2020	195
Haskell	Cases 11-07-2020	90
Hays	Cases 11-07-2020	6331
Hemphill	Cases 11-07-2020	193
Henderson	Cases 11-07-2020	1396
Hidalgo	Cases 11-07-2020	36686
Hill	Cases 11-07-2020	929
Hockley	Cases 11-07-2020	968
Hood	Cases 11-07-2020	1273
Hopkins	Cases 11-07-2020	722
Houston	Cases 11-07-2020	435
Howard	Cases 11-07-2020	1265
Hudspeth	Cases 11-07-2020	122
Hunt	Cases 11-07-2020	2216
Hutchinson	Cases 11-07-2020	490
Irion	Cases 11-07-2020	14
