county	date	fatalities
Hopkins	Cases 04-06-2020	4
Houston	Cases 04-06-2020	0
Howard	Cases 04-06-2020	0
Hudspeth	Cases 04-06-2020	0
Hunt	Cases 04-06-2020	1
Hutchinson	Cases 04-06-2020	2
Irion	Cases 04-06-2020	0
Jack	Cases 04-06-2020	0
Jackson	Cases 04-06-2020	3
Jasper	Cases 04-06-2020	2
Jeff Davis	Cases 04-06-2020	0
Jefferson	Cases 04-06-2020	59
Jim Hogg	Cases 04-06-2020	0
Jim Wells	Cases 04-06-2020	2
Johnson	Cases 04-06-2020	21
Jones	Cases 04-06-2020	0
Karnes	Cases 04-06-2020	2
Kaufman	Cases 04-06-2020	9
Kendall	Cases 04-06-2020	9
Kenedy	Cases 04-06-2020	0
Kent	Cases 04-06-2020	0
Kerr	Cases 04-06-2020	2
Kimble	Cases 04-06-2020	0
King	Cases 04-06-2020	0
Kinney	Cases 04-06-2020	0
Kleberg	Cases 04-06-2020	2
Knox	Cases 04-06-2020	0
Lamar	Cases 04-06-2020	6
Lamb	Cases 04-06-2020	1
Lampasas	Cases 04-06-2020	2
La Salle	Cases 04-06-2020	0
Lavaca	Cases 04-06-2020	2
Lee	Cases 04-06-2020	2
Leon	Cases 04-06-2020	2
Liberty	Cases 04-06-2020	6
Limestone	Cases 04-06-2020	3
Lipscomb	Cases 04-06-2020	0
Live Oak	Cases 04-06-2020	3
Llano	Cases 04-06-2020	2
Loving	Cases 04-06-2020	0
Lubbock	Cases 04-06-2020	154
Lynn	Cases 04-06-2020	3
McCulloch	Cases 04-06-2020	0
McLennan	Cases 04-06-2020	53
McMullen	Cases 04-06-2020	0
Madison	Cases 04-06-2020	0
Marion	Cases 04-06-2020	0
Martin	Cases 04-06-2020	2
Mason	Cases 04-06-2020	1
Matagorda	Cases 04-06-2020	37
Maverick	Cases 04-06-2020	5
Medina	Cases 04-06-2020	4
Menard	Cases 04-06-2020	0
Midland	Cases 04-06-2020	24
Milam	Cases 04-06-2020	3
Mills	Cases 04-06-2020	0
Mitchell	Cases 04-06-2020	0
Montague	Cases 04-06-2020	1
Montgomery	Cases 04-06-2020	149
Moore	Cases 04-06-2020	6
Morris	Cases 04-06-2020	1
Motley	Cases 04-06-2020	0
Nacogdoches	Cases 04-06-2020	18
Navarro	Cases 04-06-2020	4
Newton	Cases 04-06-2020	1
Nolan	Cases 04-06-2020	0
Nueces	Cases 04-06-2020	53
Ochiltree	Cases 04-06-2020	0
Oldham	Cases 04-06-2020	2
Orange	Cases 04-06-2020	22
Palo Pinto	Cases 04-06-2020	1
Panola	Cases 04-06-2020	4
Parker	Cases 04-06-2020	6
Parmer	Cases 04-06-2020	0
Pecos	Cases 04-06-2020	1
Polk	Cases 04-06-2020	8
Potter	Cases 04-06-2020	40
Presidio	Cases 04-06-2020	0
Rains	Cases 04-06-2020	0
Randall	Cases 04-06-2020	36
Reagan	Cases 04-06-2020	0
Real	Cases 04-06-2020	0
Red River	Cases 04-06-2020	0
Reeves	Cases 04-06-2020	0
Refugio	Cases 04-06-2020	0
Roberts	Cases 04-06-2020	0
Robertson	Cases 04-06-2020	2
Rockwall	Cases 04-06-2020	10
Runnels	Cases 04-06-2020	0
Rusk	Cases 04-06-2020	11
Sabine	Cases 04-06-2020	0
San Augustine	Cases 04-06-2020	4
San Jacinto	Cases 04-06-2020	1
San Patricio	Cases 04-06-2020	2
San Saba	Cases 04-06-2020	0
Schleicher	Cases 04-06-2020	0
Scurry	Cases 04-06-2020	0
Shackelford	Cases 04-06-2020	0
Shelby	Cases 04-06-2020	11
Sherman	Cases 04-06-2020	0
Smith	Cases 04-06-2020	57
Somervell	Cases 04-06-2020	0
Starr	Cases 04-06-2020	7
Stephens	Cases 04-06-2020	0
Sterling	Cases 04-06-2020	0
Stonewall	Cases 04-06-2020	0
Sutton	Cases 04-06-2020	0
Swisher	Cases 04-06-2020	1
Tarrant	Cases 04-06-2020	418
Taylor	Cases 04-06-2020	31
Terrell	Cases 04-06-2020	0
Terry	Cases 04-06-2020	4
Throckmorton	Cases 04-06-2020	0
Titus	Cases 04-06-2020	1
Tom Green	Cases 04-06-2020	21
Travis	Cases 04-06-2020	484
Trinity	Cases 04-06-2020	2
Tyler	Cases 04-06-2020	1
Upshur	Cases 04-06-2020	3
Upton	Cases 04-06-2020	0
Uvalde	Cases 04-06-2020	5
Val Verde	Cases 04-06-2020	5
Van Zandt	Cases 04-06-2020	4
Victoria	Cases 04-06-2020	35
Walker	Cases 04-06-2020	10
Waller	Cases 04-06-2020	9
Ward	Cases 04-06-2020	0
Washington	Cases 04-06-2020	17
Webb	Cases 04-06-2020	106
Wharton	Cases 04-06-2020	12
Wheeler	Cases 04-06-2020	0
Wichita	Cases 04-06-2020	47
Wilbarger	Cases 04-06-2020	0
Willacy	Cases 04-06-2020	5
Williamson	Cases 04-06-2020	77
Wilson	Cases 04-06-2020	6
Winkler	Cases 04-06-2020	0
Wise	Cases 04-06-2020	3
Wood	Cases 04-06-2020	3
Yoakum	Cases 04-06-2020	0
Young	Cases 04-06-2020	3
Zapata	Cases 04-06-2020	0
Zavala	Cases 04-06-2020	0
Anderson	Cases 04-07-2020	1
Andrews	Cases 04-07-2020	10
Angelina	Cases 04-07-2020	14
Aransas	Cases 04-07-2020	1
Archer	Cases 04-07-2020	0
Armstrong	Cases 04-07-2020	0
Atascosa	Cases 04-07-2020	4
Austin	Cases 04-07-2020	6
Bailey	Cases 04-07-2020	0
Bandera	Cases 04-07-2020	0
Bastrop	Cases 04-07-2020	15
Baylor	Cases 04-07-2020	0
Bee	Cases 04-07-2020	0
Bell	Cases 04-07-2020	68
Bexar	Cases 04-07-2020	456
Blanco	Cases 04-07-2020	4
Borden	Cases 04-07-2020	0
Bosque	Cases 04-07-2020	0
Bowie	Cases 04-07-2020	17
Brazoria	Cases 04-07-2020	167
Brazos	Cases 04-07-2020	94
Brewster	Cases 04-07-2020	0
Briscoe	Cases 04-07-2020	0
Brooks	Cases 04-07-2020	0
Brown	Cases 04-07-2020	6
Burleson	Cases 04-07-2020	5
Burnet	Cases 04-07-2020	5
Caldwell	Cases 04-07-2020	5
Calhoun	Cases 04-07-2020	12
Callahan	Cases 04-07-2020	1
Cameron	Cases 04-07-2020	101
Camp	Cases 04-07-2020	2
Carson	Cases 04-07-2020	0
Cass	Cases 04-07-2020	4
Castro	Cases 04-07-2020	10
Chambers	Cases 04-07-2020	17
Cherokee	Cases 04-07-2020	6
Childress	Cases 04-07-2020	0
Clay	Cases 04-07-2020	1
Cochran	Cases 04-07-2020	0
Coke	Cases 04-07-2020	0
Coleman	Cases 04-07-2020	0
Collin	Cases 04-07-2020	306
Collingsworth	Cases 04-07-2020	0
Colorado	Cases 04-07-2020	3
Comal	Cases 04-07-2020	22
Comanche	Cases 04-07-2020	3
Concho	Cases 04-07-2020	0
Cooke	Cases 04-07-2020	0
Coryell	Cases 04-07-2020	11
Cottle	Cases 04-07-2020	0
Crane	Cases 04-07-2020	2
Crockett	Cases 04-07-2020	0
Crosby	Cases 04-07-2020	1
Culberson	Cases 04-07-2020	0
Dallam	Cases 04-07-2020	1
Dallas	Cases 04-07-2020	1155
Dawson	Cases 04-07-2020	5
Deaf Smith	Cases 04-07-2020	7
Delta	Cases 04-07-2020	0
Denton	Cases 04-07-2020	337
DeWitt	Cases 04-07-2020	7
Dickens	Cases 04-07-2020	0
Dimmit	Cases 04-07-2020	0
Donley	Cases 04-07-2020	7
Duval	Cases 04-07-2020	0
Eastland	Cases 04-07-2020	3
Ector	Cases 04-07-2020	30
Edwards	Cases 04-07-2020	0
Ellis	Cases 04-07-2020	35
El Paso	Cases 04-07-2020	125
Erath	Cases 04-07-2020	8
Falls	Cases 04-07-2020	1
Fannin	Cases 04-07-2020	2
Fayette	Cases 04-07-2020	9
Fisher	Cases 04-07-2020	0
Floyd	Cases 04-07-2020	0
Foard	Cases 04-07-2020	0
Fort Bend	Cases 04-07-2020	318
Franklin	Cases 04-07-2020	1
Freestone	Cases 04-07-2020	0
Frio	Cases 04-07-2020	0
Gaines	Cases 04-07-2020	1
Galveston	Cases 04-07-2020	256
Garza	Cases 04-07-2020	0
Gillespie	Cases 04-07-2020	1
Glasscock	Cases 04-07-2020	0
Goliad	Cases 04-07-2020	3
Gonzales	Cases 04-07-2020	1
Gray	Cases 04-07-2020	9
Grayson	Cases 04-07-2020	14
Gregg	Cases 04-07-2020	20
Grimes	Cases 04-07-2020	4
Guadalupe	Cases 04-07-2020	39
Hale	Cases 04-07-2020	7
Hall	Cases 04-07-2020	0
Hamilton	Cases 04-07-2020	1
Hansford	Cases 04-07-2020	1
Hardeman	Cases 04-07-2020	0
Hardin	Cases 04-07-2020	28
Harris	Cases 04-07-2020	1809
Harrison	Cases 04-07-2020	10
Hartley	Cases 04-07-2020	0
Haskell	Cases 04-07-2020	0
Hays	Cases 04-07-2020	59
Hemphill	Cases 04-07-2020	1
Henderson	Cases 04-07-2020	1
Hidalgo	Cases 04-07-2020	113
Hill	Cases 04-07-2020	5
Hockley	Cases 04-07-2020	10
Hood	Cases 04-07-2020	10
Hopkins	Cases 04-07-2020	4
Houston	Cases 04-07-2020	0
Howard	Cases 04-07-2020	0
Hudspeth	Cases 04-07-2020	0
Hunt	Cases 04-07-2020	1
Hutchinson	Cases 04-07-2020	2
Irion	Cases 04-07-2020	0
Jack	Cases 04-07-2020	0
Jackson	Cases 04-07-2020	4
Jasper	Cases 04-07-2020	2
Jeff Davis	Cases 04-07-2020	0
Jefferson	Cases 04-07-2020	78
Jim Hogg	Cases 04-07-2020	0
Jim Wells	Cases 04-07-2020	2
Johnson	Cases 04-07-2020	24
Jones	Cases 04-07-2020	0
Karnes	Cases 04-07-2020	2
Kaufman	Cases 04-07-2020	14
Kendall	Cases 04-07-2020	9
Kenedy	Cases 04-07-2020	0
Kent	Cases 04-07-2020	0
Kerr	Cases 04-07-2020	2
Kimble	Cases 04-07-2020	0
King	Cases 04-07-2020	0
Kinney	Cases 04-07-2020	0
Kleberg	Cases 04-07-2020	2
Knox	Cases 04-07-2020	1
Lamar	Cases 04-07-2020	6
Lamb	Cases 04-07-2020	1
Lampasas	Cases 04-07-2020	2
La Salle	Cases 04-07-2020	0
Lavaca	Cases 04-07-2020	2
Lee	Cases 04-07-2020	2
Leon	Cases 04-07-2020	2
Liberty	Cases 04-07-2020	12
Limestone	Cases 04-07-2020	6
Lipscomb	Cases 04-07-2020	0
Live Oak	Cases 04-07-2020	3
Llano	Cases 04-07-2020	3
Loving	Cases 04-07-2020	0
Lubbock	Cases 04-07-2020	180
Lynn	Cases 04-07-2020	3
McCulloch	Cases 04-07-2020	0
McLennan	Cases 04-07-2020	56
McMullen	Cases 04-07-2020	0
Madison	Cases 04-07-2020	0
Marion	Cases 04-07-2020	0
Martin	Cases 04-07-2020	2
Mason	Cases 04-07-2020	1
Matagorda	Cases 04-07-2020	37
Maverick	Cases 04-07-2020	5
Medina	Cases 04-07-2020	6
Menard	Cases 04-07-2020	0
Midland	Cases 04-07-2020	27
Milam	Cases 04-07-2020	3
Mills	Cases 04-07-2020	0
Mitchell	Cases 04-07-2020	1
Montague	Cases 04-07-2020	1
Montgomery	Cases 04-07-2020	161
Moore	Cases 04-07-2020	7
Morris	Cases 04-07-2020	1
Motley	Cases 04-07-2020	0
Nacogdoches	Cases 04-07-2020	21
Navarro	Cases 04-07-2020	4
Newton	Cases 04-07-2020	1
Nolan	Cases 04-07-2020	0
Nueces	Cases 04-07-2020	59
Ochiltree	Cases 04-07-2020	0
Oldham	Cases 04-07-2020	3
Orange	Cases 04-07-2020	26
Palo Pinto	Cases 04-07-2020	2
Panola	Cases 04-07-2020	4
Parker	Cases 04-07-2020	6
Parmer	Cases 04-07-2020	0
Pecos	Cases 04-07-2020	1
Polk	Cases 04-07-2020	8
Potter	Cases 04-07-2020	41
Presidio	Cases 04-07-2020	0
Rains	Cases 04-07-2020	0
Randall	Cases 04-07-2020	36
Reagan	Cases 04-07-2020	0
Real	Cases 04-07-2020	0
Red River	Cases 04-07-2020	0
Reeves	Cases 04-07-2020	0
Refugio	Cases 04-07-2020	0
Roberts	Cases 04-07-2020	0
Robertson	Cases 04-07-2020	2
Rockwall	Cases 04-07-2020	11
Runnels	Cases 04-07-2020	0
Rusk	Cases 04-07-2020	12
Sabine	Cases 04-07-2020	0
San Augustine	Cases 04-07-2020	4
San Jacinto	Cases 04-07-2020	1
San Patricio	Cases 04-07-2020	2
San Saba	Cases 04-07-2020	0
Schleicher	Cases 04-07-2020	0
Scurry	Cases 04-07-2020	0
Shackelford	Cases 04-07-2020	0
Shelby	Cases 04-07-2020	13
Sherman	Cases 04-07-2020	0
Smith	Cases 04-07-2020	63
Somervell	Cases 04-07-2020	0
Starr	Cases 04-07-2020	7
Stephens	Cases 04-07-2020	0
Sterling	Cases 04-07-2020	0
Stonewall	Cases 04-07-2020	0
Sutton	Cases 04-07-2020	0
Swisher	Cases 04-07-2020	1
Tarrant	Cases 04-07-2020	452
Taylor	Cases 04-07-2020	31
Terrell	Cases 04-07-2020	0
Terry	Cases 04-07-2020	4
Throckmorton	Cases 04-07-2020	0
Titus	Cases 04-07-2020	2
Tom Green	Cases 04-07-2020	24
Travis	Cases 04-07-2020	502
Trinity	Cases 04-07-2020	2
Tyler	Cases 04-07-2020	1
Upshur	Cases 04-07-2020	5
Upton	Cases 04-07-2020	0
Uvalde	Cases 04-07-2020	5
Val Verde	Cases 04-07-2020	6
Van Zandt	Cases 04-07-2020	5
Victoria	Cases 04-07-2020	50
Walker	Cases 04-07-2020	10
Waller	Cases 04-07-2020	11
Ward	Cases 04-07-2020	0
Washington	Cases 04-07-2020	21
Webb	Cases 04-07-2020	122
Wharton	Cases 04-07-2020	17
Wheeler	Cases 04-07-2020	0
Wichita	Cases 04-07-2020	48
Wilbarger	Cases 04-07-2020	0
Willacy	Cases 04-07-2020	5
Williamson	Cases 04-07-2020	81
Wilson	Cases 04-07-2020	7
Winkler	Cases 04-07-2020	0
Wise	Cases 04-07-2020	3
Wood	Cases 04-07-2020	4
Yoakum	Cases 04-07-2020	0
Young	Cases 04-07-2020	3
Zapata	Cases 04-07-2020	1
Zavala	Cases 04-07-2020	0
Anderson	Cases 04-08-2020	1
Andrews	Cases 04-08-2020	10
Angelina	Cases 04-08-2020	14
Aransas	Cases 04-08-2020	2
Archer	Cases 04-08-2020	0
Armstrong	Cases 04-08-2020	0
Atascosa	Cases 04-08-2020	5
Austin	Cases 04-08-2020	7
Bailey	Cases 04-08-2020	0
Bandera	Cases 04-08-2020	0
Bastrop	Cases 04-08-2020	17
Baylor	Cases 04-08-2020	0
Bee	Cases 04-08-2020	1
Bell	Cases 04-08-2020	71
Bexar	Cases 04-08-2020	503
Blanco	Cases 04-08-2020	4
Borden	Cases 04-08-2020	0
Bosque	Cases 04-08-2020	0
Bowie	Cases 04-08-2020	20
Brazoria	Cases 04-08-2020	173
Brazos	Cases 04-08-2020	97
Brewster	Cases 04-08-2020	0
Briscoe	Cases 04-08-2020	0
Brooks	Cases 04-08-2020	0
Brown	Cases 04-08-2020	6
Burleson	Cases 04-08-2020	5
Burnet	Cases 04-08-2020	5
Caldwell	Cases 04-08-2020	5
Calhoun	Cases 04-08-2020	12
Callahan	Cases 04-08-2020	1
Cameron	Cases 04-08-2020	108
Camp	Cases 04-08-2020	2
Carson	Cases 04-08-2020	0
Cass	Cases 04-08-2020	4
Castro	Cases 04-08-2020	10
Chambers	Cases 04-08-2020	19
Cherokee	Cases 04-08-2020	6
Childress	Cases 04-08-2020	0
Clay	Cases 04-08-2020	1
Cochran	Cases 04-08-2020	0
Coke	Cases 04-08-2020	0
Coleman	Cases 04-08-2020	0
Collin	Cases 04-08-2020	343
Collingsworth	Cases 04-08-2020	0
Colorado	Cases 04-08-2020	6
Comal	Cases 04-08-2020	27
Comanche	Cases 04-08-2020	3
Concho	Cases 04-08-2020	0
Cooke	Cases 04-08-2020	0
Coryell	Cases 04-08-2020	12
Cottle	Cases 04-08-2020	0
Crane	Cases 04-08-2020	2
Crockett	Cases 04-08-2020	0
Crosby	Cases 04-08-2020	1
Culberson	Cases 04-08-2020	0
Dallam	Cases 04-08-2020	1
Dallas	Cases 04-08-2020	1261
Dawson	Cases 04-08-2020	5
Deaf Smith	Cases 04-08-2020	7
Delta	Cases 04-08-2020	1
Denton	Cases 04-08-2020	366
DeWitt	Cases 04-08-2020	7
Dickens	Cases 04-08-2020	1
Dimmit	Cases 04-08-2020	0
Donley	Cases 04-08-2020	13
Duval	Cases 04-08-2020	0
Eastland	Cases 04-08-2020	3
Ector	Cases 04-08-2020	30
Edwards	Cases 04-08-2020	0
Ellis	Cases 04-08-2020	41
El Paso	Cases 04-08-2020	153
Erath	Cases 04-08-2020	9
Falls	Cases 04-08-2020	1
Fannin	Cases 04-08-2020	4
Fayette	Cases 04-08-2020	9
Fisher	Cases 04-08-2020	0
Floyd	Cases 04-08-2020	1
Foard	Cases 04-08-2020	0
Fort Bend	Cases 04-08-2020	417
Franklin	Cases 04-08-2020	1
Freestone	Cases 04-08-2020	0
Frio	Cases 04-08-2020	1
Gaines	Cases 04-08-2020	1
Galveston	Cases 04-08-2020	272
Garza	Cases 04-08-2020	0
Gillespie	Cases 04-08-2020	1
Glasscock	Cases 04-08-2020	0
Goliad	Cases 04-08-2020	3
Gonzales	Cases 04-08-2020	1
Gray	Cases 04-08-2020	11
Grayson	Cases 04-08-2020	15
Gregg	Cases 04-08-2020	22
Grimes	Cases 04-08-2020	6
Guadalupe	Cases 04-08-2020	45
Hale	Cases 04-08-2020	7
Hall	Cases 04-08-2020	0
Hamilton	Cases 04-08-2020	1
Hansford	Cases 04-08-2020	1
Hardeman	Cases 04-08-2020	0
Hardin	Cases 04-08-2020	41
Harris	Cases 04-08-2020	2146
Harrison	Cases 04-08-2020	10
Hartley	Cases 04-08-2020	0
Haskell	Cases 04-08-2020	0
Hays	Cases 04-08-2020	61
Hemphill	Cases 04-08-2020	1
Henderson	Cases 04-08-2020	4
Hidalgo	Cases 04-08-2020	113
Hill	Cases 04-08-2020	6
Hockley	Cases 04-08-2020	10
Hood	Cases 04-08-2020	10
Hopkins	Cases 04-08-2020	4
Houston	Cases 04-08-2020	0
Howard	Cases 04-08-2020	0
Hudspeth	Cases 04-08-2020	0
Hunt	Cases 04-08-2020	14
Hutchinson	Cases 04-08-2020	2
Irion	Cases 04-08-2020	0
Jack	Cases 04-08-2020	0
Jackson	Cases 04-08-2020	4
Jasper	Cases 04-08-2020	2
Jeff Davis	Cases 04-08-2020	0
Jefferson	Cases 04-08-2020	78
Jim Hogg	Cases 04-08-2020	0
Jim Wells	Cases 04-08-2020	2
Johnson	Cases 04-08-2020	25
Jones	Cases 04-08-2020	1
Karnes	Cases 04-08-2020	2
Kaufman	Cases 04-08-2020	16
Kendall	Cases 04-08-2020	9
Kenedy	Cases 04-08-2020	0
Kent	Cases 04-08-2020	0
Kerr	Cases 04-08-2020	2
Kimble	Cases 04-08-2020	0
King	Cases 04-08-2020	0
Kinney	Cases 04-08-2020	0
Kleberg	Cases 04-08-2020	2
Knox	Cases 04-08-2020	1
Lamar	Cases 04-08-2020	6
Lamb	Cases 04-08-2020	1
Lampasas	Cases 04-08-2020	2
La Salle	Cases 04-08-2020	0
Lavaca	Cases 04-08-2020	3
Lee	Cases 04-08-2020	2
Leon	Cases 04-08-2020	2
Liberty	Cases 04-08-2020	15
Limestone	Cases 04-08-2020	6
Lipscomb	Cases 04-08-2020	0
Live Oak	Cases 04-08-2020	3
Llano	Cases 04-08-2020	3
Loving	Cases 04-08-2020	0
Lubbock	Cases 04-08-2020	191
Lynn	Cases 04-08-2020	3
McCulloch	Cases 04-08-2020	0
McLennan	Cases 04-08-2020	62
McMullen	Cases 04-08-2020	0
Madison	Cases 04-08-2020	0
Marion	Cases 04-08-2020	0
Martin	Cases 04-08-2020	2
Mason	Cases 04-08-2020	1
Matagorda	Cases 04-08-2020	38
Maverick	Cases 04-08-2020	7
Medina	Cases 04-08-2020	7
Menard	Cases 04-08-2020	0
Midland	Cases 04-08-2020	30
Milam	Cases 04-08-2020	7
Mills	Cases 04-08-2020	0
Mitchell	Cases 04-08-2020	1
Montague	Cases 04-08-2020	1
Montgomery	Cases 04-08-2020	197
Moore	Cases 04-08-2020	9
Morris	Cases 04-08-2020	1
Motley	Cases 04-08-2020	0
Nacogdoches	Cases 04-08-2020	25
Navarro	Cases 04-08-2020	4
Newton	Cases 04-08-2020	1
Nolan	Cases 04-08-2020	0
Nueces	Cases 04-08-2020	65
Ochiltree	Cases 04-08-2020	0
Oldham	Cases 04-08-2020	3
Orange	Cases 04-08-2020	29
Palo Pinto	Cases 04-08-2020	3
Panola	Cases 04-08-2020	4
Parker	Cases 04-08-2020	6
Parmer	Cases 04-08-2020	0
Pecos	Cases 04-08-2020	1
Polk	Cases 04-08-2020	8
Potter	Cases 04-08-2020	47
Presidio	Cases 04-08-2020	0
Rains	Cases 04-08-2020	0
Randall	Cases 04-08-2020	40
Reagan	Cases 04-08-2020	0
Real	Cases 04-08-2020	0
Red River	Cases 04-08-2020	0
Reeves	Cases 04-08-2020	0
Refugio	Cases 04-08-2020	0
Roberts	Cases 04-08-2020	0
Robertson	Cases 04-08-2020	2
Rockwall	Cases 04-08-2020	14
Runnels	Cases 04-08-2020	0
Rusk	Cases 04-08-2020	14
Sabine	Cases 04-08-2020	0
San Augustine	Cases 04-08-2020	4
San Jacinto	Cases 04-08-2020	3
San Patricio	Cases 04-08-2020	7
San Saba	Cases 04-08-2020	0
Schleicher	Cases 04-08-2020	0
Scurry	Cases 04-08-2020	0
Shackelford	Cases 04-08-2020	0
Shelby	Cases 04-08-2020	17
Sherman	Cases 04-08-2020	0
Smith	Cases 04-08-2020	75
Somervell	Cases 04-08-2020	0
Starr	Cases 04-08-2020	7
Stephens	Cases 04-08-2020	0
Sterling	Cases 04-08-2020	0
Stonewall	Cases 04-08-2020	0
Sutton	Cases 04-08-2020	0
Swisher	Cases 04-08-2020	2
Tarrant	Cases 04-08-2020	517
Taylor	Cases 04-08-2020	38
Terrell	Cases 04-08-2020	0
Terry	Cases 04-08-2020	6
Throckmorton	Cases 04-08-2020	0
Titus	Cases 04-08-2020	2
Tom Green	Cases 04-08-2020	25
Travis	Cases 04-08-2020	554
Trinity	Cases 04-08-2020	2
Tyler	Cases 04-08-2020	1
Upshur	Cases 04-08-2020	6
Upton	Cases 04-08-2020	0
Uvalde	Cases 04-08-2020	5
Val Verde	Cases 04-08-2020	6
Van Zandt	Cases 04-08-2020	7
Victoria	Cases 04-08-2020	59
Walker	Cases 04-08-2020	10
Waller	Cases 04-08-2020	11
Ward	Cases 04-08-2020	0
Washington	Cases 04-08-2020	23
Webb	Cases 04-08-2020	135
Wharton	Cases 04-08-2020	17
Wheeler	Cases 04-08-2020	0
Wichita	Cases 04-08-2020	48
Wilbarger	Cases 04-08-2020	0
Willacy	Cases 04-08-2020	7
Williamson	Cases 04-08-2020	87
Wilson	Cases 04-08-2020	8
Winkler	Cases 04-08-2020	0
Wise	Cases 04-08-2020	3
Wood	Cases 04-08-2020	4
Yoakum	Cases 04-08-2020	0
Young	Cases 04-08-2020	3
Zapata	Cases 04-08-2020	1
Zavala	Cases 04-08-2020	0
Anderson	Cases 04-09-2020	2
Andrews	Cases 04-09-2020	10
Angelina	Cases 04-09-2020	15
Aransas	Cases 04-09-2020	2
Archer	Cases 04-09-2020	0
Armstrong	Cases 04-09-2020	0
Atascosa	Cases 04-09-2020	5
Austin	Cases 04-09-2020	7
Bailey	Cases 04-09-2020	0
Bandera	Cases 04-09-2020	1
Bastrop	Cases 04-09-2020	16
Baylor	Cases 04-09-2020	0
Bee	Cases 04-09-2020	1
Bell	Cases 04-09-2020	74
Bexar	Cases 04-09-2020	554
Blanco	Cases 04-09-2020	4
Borden	Cases 04-09-2020	0
Bosque	Cases 04-09-2020	0
Bowie	Cases 04-09-2020	23
Brazoria	Cases 04-09-2020	184
Brazos	Cases 04-09-2020	108
Brewster	Cases 04-09-2020	0
Briscoe	Cases 04-09-2020	0
Brooks	Cases 04-09-2020	0
Brown	Cases 04-09-2020	8
Burleson	Cases 04-09-2020	5
Burnet	Cases 04-09-2020	5
Caldwell	Cases 04-09-2020	5
Calhoun	Cases 04-09-2020	13
Callahan	Cases 04-09-2020	1
Cameron	Cases 04-09-2020	118
Camp	Cases 04-09-2020	3
Carson	Cases 04-09-2020	0
Cass	Cases 04-09-2020	4
Castro	Cases 04-09-2020	10
Chambers	Cases 04-09-2020	22
Cherokee	Cases 04-09-2020	6
Childress	Cases 04-09-2020	0
Clay	Cases 04-09-2020	1
Cochran	Cases 04-09-2020	0
Coke	Cases 04-09-2020	0
Coleman	Cases 04-09-2020	0
Collin	Cases 04-09-2020	378
Collingsworth	Cases 04-09-2020	0
Colorado	Cases 04-09-2020	6
Comal	Cases 04-09-2020	29
Comanche	Cases 04-09-2020	3
Concho	Cases 04-09-2020	0
Cooke	Cases 04-09-2020	0
Coryell	Cases 04-09-2020	17
Cottle	Cases 04-09-2020	0
Crane	Cases 04-09-2020	2
Crockett	Cases 04-09-2020	0
Crosby	Cases 04-09-2020	1
Culberson	Cases 04-09-2020	0
Dallam	Cases 04-09-2020	1
Dallas	Cases 04-09-2020	1324
Dawson	Cases 04-09-2020	5
Deaf Smith	Cases 04-09-2020	7
Delta	Cases 04-09-2020	1
Denton	Cases 04-09-2020	398
DeWitt	Cases 04-09-2020	8
Dickens	Cases 04-09-2020	1
Dimmit	Cases 04-09-2020	0
Donley	Cases 04-09-2020	14
Duval	Cases 04-09-2020	0
Eastland	Cases 04-09-2020	3
Ector	Cases 04-09-2020	34
Edwards	Cases 04-09-2020	0
Ellis	Cases 04-09-2020	50
El Paso	Cases 04-09-2020	192
Erath	Cases 04-09-2020	10
Falls	Cases 04-09-2020	1
Fannin	Cases 04-09-2020	4
Fayette	Cases 04-09-2020	8
Fisher	Cases 04-09-2020	0
Floyd	Cases 04-09-2020	1
Foard	Cases 04-09-2020	0
Fort Bend	Cases 04-09-2020	437
Franklin	Cases 04-09-2020	1
Freestone	Cases 04-09-2020	0
Frio	Cases 04-09-2020	1
Gaines	Cases 04-09-2020	1
Galveston	Cases 04-09-2020	287
Garza	Cases 04-09-2020	0
Gillespie	Cases 04-09-2020	1
Glasscock	Cases 04-09-2020	0
Goliad	Cases 04-09-2020	3
Gonzales	Cases 04-09-2020	2
Gray	Cases 04-09-2020	12
Grayson	Cases 04-09-2020	15
Gregg	Cases 04-09-2020	35
Grimes	Cases 04-09-2020	5
Guadalupe	Cases 04-09-2020	46
Hale	Cases 04-09-2020	9
Hall	Cases 04-09-2020	0
Hamilton	Cases 04-09-2020	1
Hansford	Cases 04-09-2020	1
Hardeman	Cases 04-09-2020	0
Hardin	Cases 04-09-2020	41
Harris	Cases 04-09-2020	2341
Harrison	Cases 04-09-2020	12
Hartley	Cases 04-09-2020	0
Haskell	Cases 04-09-2020	0
Hays	Cases 04-09-2020	77
Hemphill	Cases 04-09-2020	1
Henderson	Cases 04-09-2020	6
Hidalgo	Cases 04-09-2020	139
Hill	Cases 04-09-2020	6
Hockley	Cases 04-09-2020	12
Hood	Cases 04-09-2020	11
Hopkins	Cases 04-09-2020	4
Houston	Cases 04-09-2020	0
Howard	Cases 04-09-2020	0
Hudspeth	Cases 04-09-2020	0
Hunt	Cases 04-09-2020	15
Hutchinson	Cases 04-09-2020	2
Irion	Cases 04-09-2020	0
Jack	Cases 04-09-2020	1
Jackson	Cases 04-09-2020	4
Jasper	Cases 04-09-2020	2
Jeff Davis	Cases 04-09-2020	0
Jefferson	Cases 04-09-2020	87
Jim Hogg	Cases 04-09-2020	0
Jim Wells	Cases 04-09-2020	2
Johnson	Cases 04-09-2020	25
