county,date,ML,Low_90,High_90,Low_50,High_50
Travis,2020-04-02,2.54,1.18,3.74,1.98,3.0300000000000002
Travis,2020-04-03,2.18,1.07,3.11,1.67,2.5100000000000002
Travis,2020-04-04,1.8,0.85,2.6,1.36,2.08
Travis,2020-04-05,1.46,0.62,2.19,1.06,1.71
Travis,2020-04-06,1.27,0.5,1.95,0.91,1.51
Travis,2020-04-07,1.21,0.5,1.86,0.89,1.45
Travis,2020-04-08,1.18,0.51,1.8,0.89,1.42
Travis,2020-04-09,1.26,0.6,1.83,0.9400000000000001,1.45
Travis,2020-04-10,1.27,0.64,1.81,0.99,1.47
Travis,2020-04-11,1.31,0.72,1.83,1.02,1.48
Travis,2020-04-12,1.29,0.75,1.81,1.02,1.46
Travis,2020-04-13,1.32,0.77,1.79,1.07,1.49
Travis,2020-04-14,1.32,0.8,1.78,1.05,1.46
Travis,2020-04-15,1.32,0.8,1.75,1.08,1.47
Travis,2020-04-16,1.25,0.75,1.67,1.01,1.3900000000000001
Travis,2020-04-17,1.18,0.6900000000000001,1.59,0.9500000000000001,1.32
Travis,2020-04-18,1.1,0.62,1.5,0.89,1.25
Travis,2020-04-19,1.07,0.6,1.47,0.84,1.2
Travis,2020-04-20,1.05,0.59,1.45,0.81,1.17
Travis,2020-04-21,1.06,0.61,1.46,0.85,1.2
Travis,2020-04-22,1.11,0.66,1.5,0.88,1.23
Travis,2020-04-23,1.11,0.67,1.5,0.92,1.26
Travis,2020-04-24,1.08,0.65,1.47,0.87,1.21
Travis,2020-04-25,1.04,0.6,1.42,0.8200000000000001,1.16
Travis,2020-04-26,1.03,0.61,1.42,0.81,1.1500000000000001
Travis,2020-04-27,1.05,0.61,1.42,0.87,1.2
Travis,2020-04-28,1.09,0.67,1.47,0.89,1.22
Travis,2020-04-29,1.11,0.67,1.47,0.9,1.23
Travis,2020-04-30,1.11,0.68,1.47,0.89,1.22
Travis,2020-05-01,1.1,0.68,1.46,0.91,1.23
Travis,2020-05-02,1.06,0.63,1.41,0.86,1.18
Travis,2020-05-03,1.04,0.64,1.41,0.84,1.16
Travis,2020-05-04,1.06,0.65,1.42,0.86,1.18
Travis,2020-05-05,1.1,0.68,1.45,0.89,1.21
Travis,2020-05-06,1.1400000000000001,0.73,1.49,0.92,1.24
Travis,2020-05-07,1.1400000000000001,0.75,1.5,0.9500000000000001,1.26
Travis,2020-05-08,1.1,0.7000000000000001,1.45,0.91,1.22
Travis,2020-05-09,1.06,0.6900000000000001,1.43,0.86,1.17
Travis,2020-05-10,1.03,0.64,1.3800000000000001,0.8300000000000001,1.1400000000000001
Travis,2020-05-11,1.01,0.63,1.37,0.81,1.12
Travis,2020-05-12,1.03,0.64,1.3800000000000001,0.8200000000000001,1.1300000000000001
Travis,2020-05-13,1.03,0.65,1.3900000000000001,0.8300000000000001,1.1400000000000001
Travis,2020-05-14,1.05,0.65,1.3900000000000001,0.84,1.1500000000000001
Travis,2020-05-15,1.04,0.64,1.3800000000000001,0.8300000000000001,1.1400000000000001
Travis,2020-05-16,1.03,0.63,1.37,0.8200000000000001,1.1300000000000001
Travis,2020-05-17,1.03,0.63,1.37,0.8200000000000001,1.1300000000000001
Travis,2020-05-18,1.04,0.64,1.3800000000000001,0.8300000000000001,1.1400000000000001
Travis,2020-05-19,1.07,0.66,1.4000000000000001,0.85,1.16
Travis,2020-05-20,1.08,0.7000000000000001,1.43,0.91,1.21
Travis,2020-05-21,1.07,0.68,1.41,0.89,1.19
Travis,2020-05-22,1.05,0.66,1.3900000000000001,0.87,1.17
Travis,2020-05-23,1.04,0.64,1.37,0.86,1.16
Travis,2020-05-24,1.05,0.65,1.3800000000000001,0.86,1.16
Travis,2020-05-25,1.07,0.6900000000000001,1.41,0.88,1.18
Travis,2020-05-26,1.09,0.71,1.43,0.89,1.19
Travis,2020-05-27,1.1,0.71,1.43,0.9,1.2
Travis,2020-05-28,1.1,0.73,1.44,0.9,1.2
Travis,2020-05-29,1.08,0.7000000000000001,1.41,0.92,1.21
Travis,2020-05-30,1.06,0.67,1.3800000000000001,0.89,1.18
Travis,2020-05-31,1.06,0.67,1.3800000000000001,0.88,1.17
Travis,2020-06-01,1.06,0.67,1.3800000000000001,0.88,1.17
Travis,2020-06-02,1.08,0.71,1.41,0.9,1.19
Travis,2020-06-03,1.08,0.71,1.41,0.9,1.19
Travis,2020-06-04,1.07,0.6900000000000001,1.3900000000000001,0.89,1.18
Travis,2020-06-05,1.04,0.66,1.36,0.85,1.1400000000000001
Travis,2020-06-06,1.03,0.64,1.34,0.84,1.1300000000000001
Travis,2020-06-07,1.07,0.68,1.3800000000000001,0.88,1.17
Travis,2020-06-08,1.16,0.79,1.48,0.96,1.25
Travis,2020-06-09,1.26,0.9,1.58,1.09,1.37
Travis,2020-06-10,1.32,0.96,1.6300000000000001,1.1300000000000001,1.41
Travis,2020-06-11,1.34,0.98,1.6400000000000001,1.18,1.45
Travis,2020-06-12,1.31,0.98,1.62,1.12,1.3900000000000001
Travis,2020-06-13,1.25,0.93,1.56,1.1,1.36
Travis,2020-06-14,1.2,0.86,1.49,1.04,1.3
Travis,2020-06-15,1.21,0.88,1.5,1.04,1.3
Travis,2020-06-16,1.19,0.85,1.47,1.01,1.27
Travis,2020-06-17,1.24,0.91,1.52,1.09,1.34
Travis,2020-06-18,1.35,1.02,1.62,1.18,1.43
Travis,2020-06-19,1.55,1.23,1.82,1.41,1.6500000000000001
Travis,2020-06-20,1.6600000000000001,1.37,1.93,1.53,1.76
Travis,2020-06-21,1.71,1.42,1.96,1.59,1.81
Travis,2020-06-22,1.6500000000000001,1.37,1.8900000000000001,1.5,1.72
Travis,2020-06-23,1.54,1.27,1.77,1.4000000000000001,1.61
Travis,2020-06-24,1.33,1.07,1.56,1.18,1.3900000000000001
Travis,2020-06-25,1.28,1.01,1.5,1.16,1.36
Travis,2020-06-26,1.33,1.05,1.54,1.2,1.4000000000000001
Travis,2020-06-27,1.49,1.23,1.71,1.36,1.56
Travis,2020-06-28,1.6400000000000001,1.4000000000000001,1.86,1.53,1.72
Travis,2020-06-29,1.71,1.46,1.9100000000000001,1.58,1.77
Travis,2020-06-30,1.71,1.47,1.9000000000000001,1.58,1.76
Travis,2020-07-01,1.6,1.37,1.79,1.5,1.67
Travis,2020-07-02,1.37,1.1400000000000001,1.55,1.26,1.43
Travis,2020-07-03,1.22,0.99,1.4000000000000001,1.1,1.27
Travis,2020-07-04,1.07,0.85,1.26,0.96,1.1300000000000001
Travis,2020-07-05,0.99,0.77,1.18,0.88,1.05
Travis,2020-07-06,1.02,0.79,1.21,0.92,1.09
Travis,2020-07-07,1.09,0.85,1.27,0.99,1.16
Travis,2020-07-08,1.2,0.96,1.3800000000000001,1.1,1.27
Travis,2020-07-09,1.31,1.09,1.5,1.2,1.37
Uvalde,2020-07-03,2.69,0.03,4.94,1.37,3.62
Uvalde,2020-07-04,2.04,0.04,3.65,1.1500000000000001,2.7600000000000002
Uvalde,2020-07-05,1.67,0.1,3.0500000000000003,0.88,2.2
Uvalde,2020-07-06,1.37,0.01,2.5300000000000002,0.67,1.81
Uvalde,2020-07-07,1.2,0.0,2.25,0.6,1.62
Uvalde,2020-07-08,0.91,0.0,1.93,0.4,1.3
Uvalde,2020-07-09,0.92,0.0,1.8800000000000001,0.42,1.29
Val Verde,2020-07-04,1.78,0.07,3.23,0.99,2.4
Val Verde,2020-07-05,1.6500000000000001,0.35000000000000003,2.8000000000000003,1.05,2.09
Val Verde,2020-07-06,1.18,0.12,2.07,0.72,1.56
Val Verde,2020-07-07,1.0,0.09,1.78,0.55,1.29
Val Verde,2020-07-08,0.76,0.01,1.45,0.42,1.07
Val Verde,2020-07-09,0.93,0.15,1.6400000000000001,0.55,1.19
Van Zandt,2020-07-08,2.17,0.0,4.55,0.96,3.11
Van Zandt,2020-07-09,1.56,0.0,3.29,0.65,2.2
Victoria,2020-06-24,3.15,1.03,4.92,2.27,3.88
Victoria,2020-06-25,2.2,0.72,3.44,1.52,2.65
Victoria,2020-06-26,1.7,0.51,2.72,1.16,2.08
Victoria,2020-06-27,1.21,0.22,2.09,0.73,1.53
Victoria,2020-06-28,1.55,0.61,2.37,1.1,1.83
Victoria,2020-06-29,1.81,0.96,2.5300000000000002,1.4000000000000001,2.05
Victoria,2020-06-30,1.99,1.24,2.63,1.6600000000000001,2.23
Victoria,2020-07-01,2.24,1.57,2.8000000000000003,1.9100000000000001,2.42
Victoria,2020-07-02,2.2,1.6300000000000001,2.72,1.93,2.38
Victoria,2020-07-03,1.97,1.43,2.43,1.73,2.14
Victoria,2020-07-04,1.82,1.31,2.24,1.6,1.98
Victoria,2020-07-05,1.59,1.11,1.99,1.3800000000000001,1.74
Victoria,2020-07-06,1.45,1.01,1.85,1.23,1.58
Victoria,2020-07-07,1.4000000000000001,0.99,1.8,1.18,1.52
Victoria,2020-07-08,1.26,0.8200000000000001,1.62,1.05,1.3800000000000001
Victoria,2020-07-09,1.24,0.8200000000000001,1.6,1.05,1.37
Washington,2020-07-08,1.67,0.0,4.34,0.47000000000000003,2.54
Washington,2020-07-09,1.33,0.0,3.25,0.38,1.93
Webb,2020-06-17,2.4,0.39,4.09,1.47,3.06
Webb,2020-06-18,1.8800000000000001,0.48,3.15,1.2,2.33
Webb,2020-06-19,1.6300000000000001,0.47000000000000003,2.67,1.1,2.02
Webb,2020-06-20,1.21,0.19,2.06,0.71,1.51
Webb,2020-06-21,1.17,0.25,1.97,0.72,1.45
Webb,2020-06-22,1.18,0.32,1.93,0.8,1.47
Webb,2020-06-23,1.27,0.45,1.97,0.88,1.51
Webb,2020-06-24,1.5,0.76,2.16,1.1400000000000001,1.72
Webb,2020-06-25,1.62,0.92,2.21,1.3,1.83
Webb,2020-06-26,1.8,1.16,2.34,1.48,1.97
Webb,2020-06-27,1.86,1.27,2.35,1.6300000000000001,2.07
Webb,2020-06-28,1.79,1.25,2.25,1.55,1.96
Webb,2020-06-29,1.67,1.2,2.13,1.42,1.81
Webb,2020-06-30,1.54,1.06,1.95,1.3,1.67
Webb,2020-07-01,1.4000000000000001,0.96,1.81,1.2,1.55
Webb,2020-07-02,1.34,0.88,1.71,1.1300000000000001,1.47
Webb,2020-07-03,1.24,0.8,1.61,1.06,1.3900000000000001
Webb,2020-07-04,1.24,0.8200000000000001,1.61,1.02,1.35
Webb,2020-07-05,1.26,0.8300000000000001,1.61,1.06,1.3800000000000001
Webb,2020-07-06,1.26,0.85,1.61,1.1,1.41
Webb,2020-07-07,1.27,0.86,1.61,1.07,1.3800000000000001
Webb,2020-07-08,1.3,0.91,1.6400000000000001,1.12,1.42
Webb,2020-07-09,1.3,0.91,1.6300000000000001,1.1,1.4000000000000001
Wharton,2020-06-25,1.67,0.0,4.34,0.47000000000000003,2.54
Wharton,2020-06-26,1.6400000000000001,0.0,3.47,0.65,2.29
Wharton,2020-06-27,1.21,0.0,2.7600000000000002,0.41000000000000003,1.72
Wharton,2020-06-28,0.84,0.0,2.27,0.11,1.19
Wharton,2020-06-29,0.73,0.0,2.06,0.11,1.08
Wharton,2020-06-30,0.65,0.0,1.9100000000000001,0.09,0.98
Wharton,2020-07-01,0.68,0.0,1.87,0.1,0.98
Wharton,2020-07-02,0.71,0.0,1.83,0.11,0.98
Wharton,2020-07-03,0.74,0.0,1.8,0.23,1.08
Wharton,2020-07-04,0.68,0.0,1.71,0.13,0.9400000000000001
Wharton,2020-07-05,0.7000000000000001,0.0,1.69,0.19,0.99
Wharton,2020-07-06,0.72,0.0,1.67,0.25,1.04
Wharton,2020-07-07,0.73,0.0,1.6600000000000001,0.2,0.99
Wharton,2020-07-08,0.81,0.0,1.7,0.3,1.1
Wharton,2020-07-09,0.9500000000000001,0.0,1.78,0.46,1.27
Wichita,2020-07-09,1.9000000000000001,0.08,3.46,1.06,2.57
Willacy,2020-07-02,2.08,0.0,4.38,0.93,3.0
Willacy,2020-07-03,1.76,0.01,3.38,0.88,2.43
Willacy,2020-07-04,1.49,0.01,2.82,0.76,2.04
Willacy,2020-07-05,1.0,0.0,2.22,0.35000000000000003,1.4000000000000001
Willacy,2020-07-06,0.79,0.0,1.94,0.23,1.1500000000000001
Willacy,2020-07-07,0.53,0.0,1.68,0.01,0.79
Willacy,2020-07-08,0.48,0.0,1.6,0.03,0.76
Willacy,2020-07-09,0.52,0.0,1.58,0.06,0.79
Williamson,2020-06-12,2.0,0.04,3.59,1.05,2.64
Williamson,2020-06-13,2.04,0.56,3.33,1.37,2.5300000000000002
Williamson,2020-06-14,1.93,0.72,2.97,1.3900000000000001,2.32
Williamson,2020-06-15,1.95,0.93,2.83,1.5,2.2800000000000002
Williamson,2020-06-16,1.86,0.98,2.63,1.46,2.14
Williamson,2020-06-17,1.71,0.92,2.4,1.34,1.95
Williamson,2020-06-18,1.6300000000000001,0.91,2.2600000000000002,1.28,1.84
Williamson,2020-06-19,1.6300000000000001,0.98,2.22,1.34,1.85
Williamson,2020-06-20,1.6300000000000001,1.03,2.18,1.32,1.8
Williamson,2020-06-21,1.6600000000000001,1.11,2.18,1.41,1.85
Williamson,2020-06-22,1.69,1.17,2.17,1.46,1.87
Williamson,2020-06-23,1.67,1.18,2.12,1.43,1.82
Williamson,2020-06-24,1.62,1.1500000000000001,2.04,1.3900000000000001,1.76
Williamson,2020-06-25,1.55,1.09,1.94,1.33,1.68
Williamson,2020-06-26,1.51,1.08,1.8900000000000001,1.28,1.62
Williamson,2020-06-27,1.48,1.07,1.85,1.3,1.62
Williamson,2020-06-28,1.47,1.05,1.81,1.29,1.6
Williamson,2020-06-29,1.46,1.07,1.8,1.28,1.58
Williamson,2020-06-30,1.42,1.03,1.74,1.25,1.54
Williamson,2020-07-01,1.35,0.99,1.68,1.1500000000000001,1.44
Williamson,2020-07-02,1.24,0.88,1.56,1.07,1.35
Williamson,2020-07-03,1.1,0.72,1.4000000000000001,0.92,1.2
Williamson,2020-07-04,1.26,0.9,1.57,1.07,1.35
Williamson,2020-07-05,1.35,1.0,1.6600000000000001,1.2,1.47
Williamson,2020-07-06,1.57,1.23,1.87,1.3800000000000001,1.6500000000000001
Williamson,2020-07-07,1.7,1.36,1.98,1.52,1.78
Williamson,2020-07-08,1.72,1.4000000000000001,1.99,1.59,1.83
Williamson,2020-07-09,1.69,1.41,1.97,1.57,1.8
