county,date,ML,Low_90,High_90,Low_50,High_50
Anderson,2020-07-07,4.92,3.47,6.23,4.23,5.37
Anderson,2020-07-08,4.45,3.5500000000000003,5.2700000000000005,4.0200000000000005,4.73
Anderson,2020-07-09,3.94,3.25,4.5200000000000005,3.64,4.16
Angelina,2020-07-09,1.54,0.0,3.24,0.6900000000000001,2.21
Atascosa,2020-07-08,2.84,0.02,5.15,1.5,3.84
Atascosa,2020-07-09,2.86,0.72,4.73,1.93,3.62
Bastrop,2020-07-07,2.71,0.72,4.38,1.87,3.4
Bastrop,2020-07-08,2.52,1.1400000000000001,3.69,1.9000000000000001,2.95
Bastrop,2020-07-09,2.2600000000000002,1.18,3.19,1.75,2.58
Bee,2020-07-07,2.17,0.0,4.55,0.96,3.11
Bee,2020-07-08,2.32,0.32,4.12,1.3900000000000001,3.0500000000000003
Bee,2020-07-09,2.13,0.44,3.6,1.41,2.75
Bell,2020-06-11,2.04,0.05,3.66,1.1400000000000001,2.75
Bell,2020-06-12,1.5,0.07,2.69,0.8200000000000001,1.98
Bell,2020-06-13,1.17,0.01,2.13,0.59,1.54
Bell,2020-06-14,0.87,0.01,1.75,0.36,1.17
Bell,2020-06-15,0.84,0.01,1.6400000000000001,0.39,1.1400000000000001
Bell,2020-06-16,0.9500000000000001,0.07,1.72,0.51,1.24
Bell,2020-06-17,1.2,0.3,1.97,0.77,1.47
Bell,2020-06-18,1.27,0.43,2.0,0.88,1.53
Bell,2020-06-19,1.26,0.48,1.95,0.89,1.5
Bell,2020-06-20,1.18,0.44,1.83,0.81,1.3900000000000001
Bell,2020-06-21,1.11,0.4,1.73,0.78,1.33
Bell,2020-06-22,1.16,0.47000000000000003,1.75,0.8300000000000001,1.36
Bell,2020-06-23,1.3,0.64,1.86,1.01,1.51
Bell,2020-06-24,1.43,0.81,1.96,1.18,1.6500000000000001
Bell,2020-06-25,1.44,0.86,1.95,1.17,1.62
Bell,2020-06-26,1.35,0.81,1.85,1.09,1.52
Bell,2020-06-27,1.21,0.67,1.68,0.9400000000000001,1.36
Bell,2020-06-28,1.17,0.66,1.6400000000000001,0.9,1.31
Bell,2020-06-29,1.2,0.6900000000000001,1.6500000000000001,0.9400000000000001,1.34
Bell,2020-06-30,1.32,0.8300000000000001,1.76,1.12,1.5
Bell,2020-07-01,1.41,0.92,1.82,1.19,1.56
Bell,2020-07-02,1.4000000000000001,0.92,1.79,1.17,1.53
Bell,2020-07-03,1.29,0.84,1.68,1.06,1.41
Bell,2020-07-04,1.17,0.71,1.54,0.96,1.3
Bell,2020-07-05,1.1,0.66,1.48,0.88,1.22
Bell,2020-07-06,1.17,0.73,1.54,0.98,1.31
Bell,2020-07-07,1.26,0.85,1.6400000000000001,1.04,1.37
Bell,2020-07-08,1.36,0.93,1.71,1.16,1.48
Bell,2020-07-09,1.45,1.06,1.81,1.26,1.57
Bexar,2020-04-02,2.61,0.58,4.33,1.67,3.2600000000000002
Bexar,2020-04-03,2.35,0.97,3.63,1.72,2.82
Bexar,2020-04-04,2.09,0.99,3.11,1.55,2.43
Bexar,2020-04-05,1.82,0.86,2.67,1.36,2.11
Bexar,2020-04-06,1.6300000000000001,0.77,2.38,1.26,1.92
Bexar,2020-04-07,1.57,0.79,2.25,1.22,1.82
Bexar,2020-04-08,1.47,0.74,2.09,1.11,1.67
Bexar,2020-04-09,1.47,0.8200000000000001,2.07,1.1400000000000001,1.6600000000000001
Bexar,2020-04-10,1.46,0.86,2.0300000000000002,1.21,1.69
Bexar,2020-04-11,1.37,0.79,1.9000000000000001,1.09,1.55
Bexar,2020-04-12,1.27,0.6900000000000001,1.76,1.0,1.44
Bexar,2020-04-13,1.22,0.67,1.7,0.93,1.36
Bexar,2020-04-14,1.1400000000000001,0.62,1.62,0.91,1.32
Bexar,2020-04-15,1.12,0.59,1.57,0.9,1.3
Bexar,2020-04-16,1.11,0.59,1.55,0.85,1.25
Bexar,2020-04-17,1.08,0.58,1.52,0.8300000000000001,1.22
Bexar,2020-04-18,1.05,0.55,1.48,0.8300000000000001,1.21
Bexar,2020-04-19,1.03,0.53,1.45,0.79,1.17
Bexar,2020-04-20,1.0,0.5,1.41,0.8,1.17
Bexar,2020-04-21,1.02,0.53,1.43,0.8,1.17
Bexar,2020-04-22,1.04,0.56,1.45,0.8,1.17
Bexar,2020-04-23,1.06,0.59,1.47,0.86,1.22
Bexar,2020-04-24,1.05,0.6,1.47,0.8300000000000001,1.19
Bexar,2020-04-25,1.03,0.56,1.43,0.8,1.16
Bexar,2020-04-26,0.99,0.53,1.3900000000000001,0.75,1.11
Bexar,2020-04-27,0.96,0.5,1.36,0.72,1.08
Bexar,2020-04-28,0.96,0.5,1.36,0.78,1.1300000000000001
Bexar,2020-04-29,1.02,0.55,1.41,0.8200000000000001,1.17
Bexar,2020-04-30,1.12,0.66,1.51,0.91,1.26
Bexar,2020-05-01,1.21,0.75,1.59,0.97,1.32
Bexar,2020-05-02,1.26,0.8200000000000001,1.6400000000000001,1.05,1.3900000000000001
Bexar,2020-05-03,1.24,0.8200000000000001,1.62,1.05,1.3800000000000001
Bexar,2020-05-04,1.2,0.78,1.57,0.98,1.31
Bexar,2020-05-05,1.1400000000000001,0.72,1.5,0.9500000000000001,1.27
Bexar,2020-05-06,1.08,0.6900000000000001,1.46,0.88,1.2
Bexar,2020-05-07,1.07,0.66,1.43,0.87,1.19
Bexar,2020-05-08,1.06,0.64,1.41,0.85,1.17
Bexar,2020-05-09,1.03,0.6,1.37,0.81,1.1300000000000001
Bexar,2020-05-10,0.98,0.56,1.33,0.77,1.09
Bexar,2020-05-11,0.92,0.51,1.28,0.71,1.03
Bexar,2020-05-12,0.92,0.49,1.27,0.72,1.04
Bexar,2020-05-13,0.97,0.55,1.33,0.78,1.1
Bexar,2020-05-14,1.0,0.58,1.36,0.81,1.1300000000000001
Bexar,2020-05-15,1.02,0.6,1.3800000000000001,0.8300000000000001,1.1500000000000001
Bexar,2020-05-16,1.03,0.61,1.3900000000000001,0.84,1.16
Bexar,2020-05-17,1.03,0.6,1.3800000000000001,0.8300000000000001,1.1500000000000001
Bexar,2020-05-18,1.04,0.61,1.3900000000000001,0.84,1.16
Bexar,2020-05-19,1.07,0.67,1.44,0.87,1.19
Bexar,2020-05-20,1.08,0.67,1.44,0.87,1.19
Bexar,2020-05-21,1.08,0.65,1.42,0.86,1.18
Bexar,2020-05-22,1.03,0.64,1.4000000000000001,0.8200000000000001,1.1400000000000001
Bexar,2020-05-23,0.96,0.56,1.32,0.74,1.06
Bexar,2020-05-24,0.9,0.49,1.26,0.7000000000000001,1.02
Bexar,2020-05-25,0.89,0.49,1.26,0.6900000000000001,1.01
Bexar,2020-05-26,0.91,0.49,1.27,0.72,1.04
Bexar,2020-05-27,0.96,0.56,1.34,0.79,1.11
Bexar,2020-05-28,1.1,0.6900000000000001,1.47,0.92,1.24
Bexar,2020-05-29,1.18,0.75,1.53,0.98,1.3
Bexar,2020-05-30,1.22,0.8,1.57,1.01,1.33
Bexar,2020-05-31,1.2,0.81,1.56,1.01,1.32
Bexar,2020-06-01,1.1300000000000001,0.72,1.47,0.93,1.24
Bexar,2020-06-02,1.08,0.68,1.42,0.87,1.18
Bexar,2020-06-03,1.09,0.6900000000000001,1.43,0.88,1.19
Bexar,2020-06-04,1.1400000000000001,0.76,1.49,0.97,1.27
Bexar,2020-06-05,1.23,0.8300000000000001,1.56,1.04,1.34
Bexar,2020-06-06,1.25,0.89,1.6,1.05,1.35
Bexar,2020-06-07,1.26,0.9,1.6,1.09,1.3800000000000001
Bexar,2020-06-08,1.26,0.89,1.58,1.06,1.35
Bexar,2020-06-09,1.3,0.9400000000000001,1.62,1.1300000000000001,1.41
Bexar,2020-06-10,1.37,1.01,1.68,1.19,1.47
Bexar,2020-06-11,1.47,1.12,1.77,1.3,1.57
Bexar,2020-06-12,1.54,1.2,1.83,1.3800000000000001,1.6400000000000001
Bexar,2020-06-13,1.5,1.17,1.78,1.36,1.61
Bexar,2020-06-14,1.5,1.19,1.78,1.32,1.57
Bexar,2020-06-15,1.5,1.18,1.76,1.34,1.58
Bexar,2020-06-16,1.57,1.27,1.83,1.43,1.6600000000000001
Bexar,2020-06-17,1.6600000000000001,1.3800000000000001,1.92,1.5,1.73
Bexar,2020-06-18,1.72,1.44,1.96,1.57,1.79
Bexar,2020-06-19,1.77,1.5,2.0,1.6300000000000001,1.84
Bexar,2020-06-20,1.73,1.47,1.95,1.6,1.8
Bexar,2020-06-21,1.61,1.37,1.83,1.49,1.68
Bexar,2020-06-22,1.5,1.26,1.71,1.37,1.56
Bexar,2020-06-23,1.43,1.18,1.6300000000000001,1.29,1.48
Bexar,2020-06-24,1.3800000000000001,1.1400000000000001,1.58,1.27,1.45
Bexar,2020-06-25,1.43,1.21,1.6400000000000001,1.31,1.49
Bexar,2020-06-26,1.46,1.22,1.6500000000000001,1.34,1.52
Bexar,2020-06-27,1.52,1.29,1.71,1.43,1.6
Bexar,2020-06-28,1.62,1.3900000000000001,1.8,1.5,1.67
Bexar,2020-06-29,1.61,1.4000000000000001,1.79,1.52,1.68
Bexar,2020-06-30,1.52,1.32,1.7,1.41,1.57
Bexar,2020-07-01,1.52,1.3,1.68,1.4000000000000001,1.56
Bexar,2020-07-02,1.3900000000000001,1.18,1.55,1.3,1.45
Bexar,2020-07-03,1.25,1.04,1.41,1.16,1.31
Bexar,2020-07-04,1.09,0.88,1.25,1.0,1.1500000000000001
Bexar,2020-07-05,0.9400000000000001,0.74,1.11,0.8200000000000001,0.98
Bexar,2020-07-06,0.93,0.72,1.1,0.8200000000000001,0.98
Bexar,2020-07-07,0.97,0.76,1.1400000000000001,0.86,1.02
Bexar,2020-07-08,0.99,0.79,1.17,0.88,1.04
Bexar,2020-07-09,1.1500000000000001,0.9500000000000001,1.33,1.04,1.2
Brazoria,2020-06-14,4.46,3.23,5.54,3.91,4.86
Brazoria,2020-06-15,3.73,2.93,4.43,3.35,3.97
Brazoria,2020-06-16,2.96,2.32,3.49,2.67,3.15
Brazoria,2020-06-17,2.2,1.67,2.67,1.97,2.38
Brazoria,2020-06-18,1.6,1.12,2.0300000000000002,1.35,1.73
Brazoria,2020-06-19,1.2,0.73,1.6,0.97,1.33
Brazoria,2020-06-20,0.8200000000000001,0.36,1.21,0.61,0.96
Brazoria,2020-06-21,0.8300000000000001,0.38,1.22,0.6,0.9500000000000001
Brazoria,2020-06-22,0.84,0.39,1.22,0.64,0.98
Brazoria,2020-06-23,0.86,0.42,1.24,0.64,0.98
Brazoria,2020-06-24,0.9,0.46,1.27,0.73,1.06
Brazoria,2020-06-25,0.97,0.54,1.34,0.76,1.09
Brazoria,2020-06-26,1.03,0.62,1.4000000000000001,0.85,1.17
Brazoria,2020-06-27,1.06,0.64,1.41,0.85,1.17
Brazoria,2020-06-28,1.06,0.64,1.4000000000000001,0.88,1.19
Brazoria,2020-06-29,1.05,0.67,1.41,0.85,1.16
Brazoria,2020-06-30,1.05,0.67,1.4000000000000001,0.88,1.18
Brazoria,2020-07-01,1.07,0.7000000000000001,1.42,0.88,1.18
Brazoria,2020-07-02,1.1,0.7000000000000001,1.42,0.9,1.2
Brazoria,2020-07-03,1.1400000000000001,0.78,1.48,0.97,1.26
Brazoria,2020-07-04,1.17,0.81,1.5,0.97,1.26
Brazoria,2020-07-05,1.19,0.8200000000000001,1.5,1.02,1.3
Brazoria,2020-07-06,1.18,0.8200000000000001,1.49,1.0,1.28
Brazoria,2020-07-07,1.18,0.8300000000000001,1.49,1.03,1.3
Brazoria,2020-07-08,1.17,0.8300000000000001,1.48,1.0,1.27
Brazoria,2020-07-09,1.17,0.84,1.48,0.99,1.26
Brazos,2020-06-13,1.79,0.0,3.43,0.85,2.43
Brazos,2020-06-14,1.6300000000000001,0.16,2.87,0.9400000000000001,2.12
Brazos,2020-06-15,2.24,0.99,3.31,1.74,2.69
Brazos,2020-06-16,2.38,1.36,3.25,1.9000000000000001,2.68
Brazos,2020-06-17,2.43,1.59,3.17,2.05,2.7
Brazos,2020-06-18,2.27,1.54,2.91,1.97,2.5300000000000002
Brazos,2020-06-19,2.0100000000000002,1.34,2.57,1.68,2.19
Brazos,2020-06-20,1.7,1.11,2.24,1.41,1.8800000000000001
Brazos,2020-06-21,1.42,0.86,1.93,1.17,1.61
Brazos,2020-06-22,1.22,0.65,1.69,0.9500000000000001,1.3800000000000001
Brazos,2020-06-23,1.23,0.7000000000000001,1.7,1.0,1.41
Brazos,2020-06-24,1.35,0.8200000000000001,1.79,1.09,1.49
Brazos,2020-06-25,1.49,1.01,1.93,1.27,1.6500000000000001
Brazos,2020-06-26,1.61,1.1300000000000001,2.0100000000000002,1.4000000000000001,1.76
Brazos,2020-06-27,1.6500000000000001,1.22,2.05,1.47,1.81
Brazos,2020-06-28,1.6,1.18,1.97,1.3800000000000001,1.71
Brazos,2020-06-29,1.53,1.12,1.8800000000000001,1.31,1.6300000000000001
Brazos,2020-06-30,1.45,1.04,1.78,1.23,1.54
Brazos,2020-07-01,1.3900000000000001,0.99,1.71,1.19,1.49
Brazos,2020-07-02,1.34,0.96,1.6600000000000001,1.1500000000000001,1.44
Brazos,2020-07-03,1.29,0.91,1.6,1.09,1.3800000000000001
Brazos,2020-07-04,1.22,0.85,1.53,1.05,1.33
Brazos,2020-07-05,1.18,0.8300000000000001,1.5,1.0,1.28
Brazos,2020-07-06,1.1300000000000001,0.77,1.44,0.9500000000000001,1.23
Brazos,2020-07-07,1.11,0.74,1.41,0.92,1.2
Brazos,2020-07-08,1.1,0.76,1.42,0.9,1.18
Brazos,2020-07-09,1.1,0.76,1.42,0.96,1.23
Brewster,2020-06-24,1.67,0.0,4.34,0.47000000000000003,2.54
Brewster,2020-06-25,1.0,0.0,3.04,0.1,1.53
Brewster,2020-06-26,0.1,0.0,2.23,0.0,0.97
Brewster,2020-06-27,0.62,0.0,2.25,0.01,1.04
Brewster,2020-06-28,0.85,0.0,2.25,0.25,1.31
Brewster,2020-06-29,1.0,0.0,2.24,0.45,1.5
Brewster,2020-06-30,1.21,0.04,2.33,0.5700000000000001,1.62
Brewster,2020-07-01,1.09,0.02,2.12,0.58,1.54
Brewster,2020-07-02,0.92,0.0,1.9000000000000001,0.36,1.25
Brewster,2020-07-03,0.62,0.0,1.62,0.08,0.85
Brewster,2020-07-04,0.13,0.0,1.46,0.02,0.68
Brewster,2020-07-05,0.12,0.0,1.41,0.0,0.63
Brewster,2020-07-06,0.13,0.0,1.41,0.01,0.64
Brewster,2020-07-07,0.13,0.0,1.41,0.01,0.64
Brewster,2020-07-08,0.13,0.0,1.41,0.02,0.65
Brewster,2020-07-09,0.14,0.0,1.41,0.03,0.66
Brown,2020-07-08,3.36,0.36,5.78,1.97,4.3500000000000005
Brown,2020-07-09,3.44,1.36,5.28,2.52,4.14
Burleson,2020-07-09,2.17,0.0,4.55,0.96,3.11
Burnet,2020-07-07,2.08,0.0,4.38,0.93,3.0
Burnet,2020-07-08,1.76,0.01,3.38,0.88,2.43
Burnet,2020-07-09,1.49,0.01,2.82,0.76,2.04
Caldwell,2020-07-07,2.5100000000000002,0.47000000000000003,4.29,1.56,3.2
Caldwell,2020-07-08,2.2600000000000002,0.75,3.5300000000000002,1.61,2.7600000000000002
Caldwell,2020-07-09,2.31,1.17,3.36,1.81,2.71
Cameron,2020-06-10,2.2800000000000002,0.23,3.97,1.37,3.0
Cameron,2020-06-11,2.2800000000000002,0.77,3.5700000000000003,1.61,2.77
Cameron,2020-06-12,2.0,0.8200000000000001,3.06,1.43,2.36
Cameron,2020-06-13,1.76,0.72,2.64,1.3,2.09
Cameron,2020-06-14,1.55,0.67,2.37,1.16,1.86
Cameron,2020-06-15,1.48,0.66,2.21,1.1,1.74
Cameron,2020-06-16,1.51,0.74,2.17,1.1500000000000001,1.74
Cameron,2020-06-17,1.62,0.93,2.24,1.3,1.84
Cameron,2020-06-18,1.7,1.05,2.2600000000000002,1.3900000000000001,1.8900000000000001
Cameron,2020-06-19,1.68,1.08,2.2,1.41,1.87
Cameron,2020-06-20,1.62,1.06,2.11,1.3800000000000001,1.81
Cameron,2020-06-21,1.55,1.03,2.02,1.3,1.71
Cameron,2020-06-22,1.56,1.05,1.99,1.31,1.7
Cameron,2020-06-23,1.56,1.1,1.99,1.33,1.7
Cameron,2020-06-24,1.59,1.1400000000000001,1.99,1.3800000000000001,1.73
Cameron,2020-06-25,1.58,1.1500000000000001,1.96,1.35,1.69
Cameron,2020-06-26,1.5,1.09,1.87,1.32,1.6400000000000001
Cameron,2020-06-27,1.4000000000000001,0.98,1.74,1.22,1.53
Cameron,2020-06-28,1.31,0.91,1.6500000000000001,1.1,1.41
Cameron,2020-06-29,1.27,0.9,1.62,1.08,1.3800000000000001
Cameron,2020-06-30,1.27,0.89,1.6,1.06,1.36
Cameron,2020-07-01,1.28,0.9,1.6,1.1,1.3900000000000001
Cameron,2020-07-02,1.27,0.9,1.59,1.08,1.37
Cameron,2020-07-03,1.23,0.87,1.55,1.06,1.34
Cameron,2020-07-04,1.16,0.81,1.48,0.98,1.26
Cameron,2020-07-05,1.12,0.76,1.43,0.9400000000000001,1.22
Cameron,2020-07-06,1.12,0.75,1.42,0.93,1.21
Cameron,2020-07-07,1.1400000000000001,0.8,1.46,0.9500000000000001,1.23
Cameron,2020-07-08,1.19,0.8300000000000001,1.49,1.03,1.3
Cameron,2020-07-09,1.22,0.88,1.53,1.05,1.32
Chambers,2020-07-08,1.52,0.0,3.19,0.63,2.13
Chambers,2020-07-09,1.1300000000000001,0.0,2.34,0.52,1.61
Cherokee,2020-06-29,2.2800000000000002,0.0,4.74,1.03,3.27
Cherokee,2020-06-30,2.17,0.14,3.95,1.26,2.96
Cherokee,2020-07-01,1.9100000000000001,0.18,3.37,1.07,2.47
Cherokee,2020-07-02,1.78,0.26,3.0700000000000003,1.06,2.27
Cherokee,2020-07-03,1.4000000000000001,0.09,2.5,0.78,1.84
Cherokee,2020-07-04,1.34,0.15,2.39,0.75,1.73
Cherokee,2020-07-05,1.36,0.19,2.34,0.8200000000000001,1.74
Cherokee,2020-07-06,1.31,0.21,2.24,0.85,1.71
Cherokee,2020-07-07,1.3800000000000001,0.32,2.2800000000000002,0.9,1.72
Cherokee,2020-07-08,1.3800000000000001,0.39,2.25,0.9,1.68
Cherokee,2020-07-09,1.42,0.49,2.2600000000000002,1.03,1.76
Collin,2020-06-11,1.25,0.0,2.97,0.4,1.81
Collin,2020-06-12,1.1300000000000001,0.0,2.33,0.45,1.54
Collin,2020-06-13,1.49,0.25,2.54,0.89,1.87
Collin,2020-06-14,1.9100000000000001,0.8300000000000001,2.84,1.41,2.24
Collin,2020-06-15,2.21,1.31,3.0,1.78,2.48
Collin,2020-06-16,2.25,1.47,2.92,1.87,2.47
Collin,2020-06-17,2.05,1.3800000000000001,2.66,1.72,2.25
Collin,2020-06-18,1.95,1.32,2.48,1.6400000000000001,2.12
Collin,2020-06-19,1.75,1.17,2.24,1.48,1.92
Collin,2020-06-20,1.52,0.97,1.98,1.24,1.6600000000000001
Collin,2020-06-21,1.44,0.93,1.8900000000000001,1.18,1.58
Collin,2020-06-22,1.3800000000000001,0.89,1.81,1.1500000000000001,1.53
Collin,2020-06-23,1.35,0.87,1.76,1.11,1.48
Collin,2020-06-24,1.32,0.86,1.72,1.08,1.44
Collin,2020-06-25,1.31,0.85,1.69,1.08,1.43
Collin,2020-06-26,1.33,0.91,1.72,1.11,1.45
Collin,2020-06-27,1.37,0.9400000000000001,1.73,1.1500000000000001,1.48
Collin,2020-06-28,1.4000000000000001,0.97,1.74,1.18,1.5
Collin,2020-06-29,1.43,1.04,1.78,1.23,1.54
Collin,2020-06-30,1.43,1.05,1.77,1.24,1.54
Collin,2020-07-01,1.41,1.03,1.73,1.22,1.51
Collin,2020-07-02,1.35,1.0,1.68,1.19,1.47
Collin,2020-07-03,1.31,0.9500000000000001,1.62,1.1300000000000001,1.41
Collin,2020-07-04,1.3,0.9400000000000001,1.6,1.1400000000000001,1.41
Collin,2020-07-05,1.31,0.9500000000000001,1.6,1.1300000000000001,1.4000000000000001
Collin,2020-07-06,1.32,0.97,1.61,1.17,1.43
Collin,2020-07-07,1.32,0.97,1.6,1.1500000000000001,1.41
Collin,2020-07-08,1.3,0.96,1.58,1.12,1.3800000000000001
Collin,2020-07-09,1.28,0.9500000000000001,1.56,1.1300000000000001,1.3800000000000001
Comal,2020-06-25,1.71,0.01,3.2800000000000002,0.88,2.38
Comal,2020-06-26,1.46,0.08,2.61,0.78,1.9000000000000001
Comal,2020-06-27,1.0,0.0,1.94,0.46,1.35
Comal,2020-06-28,0.8200000000000001,0.0,1.67,0.39,1.16
Comal,2020-06-29,0.9,0.01,1.6600000000000001,0.46,1.2
Comal,2020-06-30,1.08,0.18,1.85,0.66,1.37
Comal,2020-07-01,1.31,0.45,2.05,0.93,1.59
Comal,2020-07-02,1.3800000000000001,0.58,2.06,1.01,1.62
Comal,2020-07-03,1.3,0.55,1.93,0.9500000000000001,1.52
Comal,2020-07-04,1.19,0.51,1.81,0.85,1.3900000000000001
Comal,2020-07-05,0.99,0.31,1.56,0.66,1.18
Comal,2020-07-06,0.9500000000000001,0.31,1.52,0.66,1.16
Comal,2020-07-07,1.01,0.39,1.57,0.7000000000000001,1.19
Comal,2020-07-08,1.06,0.44,1.59,0.8,1.27
Comal,2020-07-09,1.18,0.59,1.7,0.89,1.35
Dallas,2020-03-24,3.77,2.0300000000000002,5.24,2.99,4.3100000000000005
Dallas,2020-03-25,2.83,1.6500000000000001,3.83,2.36,3.25
Dallas,2020-03-26,2.37,1.43,3.16,1.95,2.66
Dallas,2020-03-27,1.8800000000000001,1.07,2.56,1.53,2.14
Dallas,2020-03-28,1.52,0.8200000000000001,2.16,1.21,1.76
Dallas,2020-03-29,1.41,0.75,1.99,1.11,1.62
Dallas,2020-03-30,1.3900000000000001,0.76,1.92,1.08,1.56
Dallas,2020-03-31,1.49,0.91,1.99,1.2,1.6500000000000001
Dallas,2020-04-01,1.57,1.02,2.0300000000000002,1.3,1.72
Dallas,2020-04-02,1.57,1.05,2.0,1.34,1.73
Dallas,2020-04-03,1.56,1.09,1.98,1.32,1.69
Dallas,2020-04-04,1.48,1.02,1.87,1.27,1.62
Dallas,2020-04-05,1.41,0.9500000000000001,1.77,1.18,1.52
Dallas,2020-04-06,1.32,0.9,1.69,1.1,1.43
Dallas,2020-04-07,1.28,0.86,1.6300000000000001,1.07,1.3900000000000001
Dallas,2020-04-08,1.27,0.87,1.62,1.07,1.3800000000000001
Dallas,2020-04-09,1.27,0.89,1.62,1.1,1.4000000000000001
Dallas,2020-04-10,1.28,0.88,1.6,1.08,1.3800000000000001
Dallas,2020-04-11,1.26,0.91,1.61,1.09,1.3800000000000001
Dallas,2020-04-12,1.23,0.87,1.56,1.03,1.32
Dallas,2020-04-13,1.2,0.85,1.53,1.04,1.32
Dallas,2020-04-14,1.16,0.79,1.47,0.99,1.27
Dallas,2020-04-15,1.16,0.8,1.47,0.98,1.26
Dallas,2020-04-16,1.19,0.84,1.5,1.05,1.32
Dallas,2020-04-17,1.22,0.85,1.51,1.05,1.32
Dallas,2020-04-18,1.23,0.87,1.52,1.05,1.32
Dallas,2020-04-19,1.21,0.86,1.5,1.02,1.29
Dallas,2020-04-20,1.16,0.84,1.47,1.01,1.27
Dallas,2020-04-21,1.1300000000000001,0.79,1.42,0.96,1.22
Dallas,2020-04-22,1.07,0.73,1.36,0.91,1.17
Dallas,2020-04-23,1.03,0.6900000000000001,1.32,0.87,1.1300000000000001
Dallas,2020-04-24,1.02,0.68,1.31,0.86,1.12
Dallas,2020-04-25,1.03,0.6900000000000001,1.32,0.87,1.1300000000000001
Dallas,2020-04-26,1.05,0.72,1.35,0.89,1.1500000000000001
Dallas,2020-04-27,1.09,0.75,1.3800000000000001,0.93,1.19
Dallas,2020-04-28,1.1400000000000001,0.8,1.43,0.98,1.24
Dallas,2020-04-29,1.21,0.89,1.51,1.04,1.3
Dallas,2020-04-30,1.28,0.97,1.58,1.1500000000000001,1.4000000000000001
Dallas,2020-05-01,1.35,1.03,1.6300000000000001,1.18,1.43
Dallas,2020-05-02,1.4000000000000001,1.08,1.67,1.27,1.51
Dallas,2020-05-03,1.44,1.1400000000000001,1.71,1.28,1.52
Dallas,2020-05-04,1.46,1.1500000000000001,1.71,1.32,1.55
Dallas,2020-05-05,1.45,1.1400000000000001,1.69,1.29,1.52
Dallas,2020-05-06,1.43,1.1500000000000001,1.68,1.29,1.51
Dallas,2020-05-07,1.4000000000000001,1.12,1.6400000000000001,1.25,1.47
Dallas,2020-05-08,1.36,1.08,1.59,1.23,1.44
Dallas,2020-05-09,1.32,1.06,1.56,1.18,1.3900000000000001
Dallas,2020-05-10,1.28,1.0,1.5,1.1300000000000001,1.34
Dallas,2020-05-11,1.24,0.99,1.48,1.09,1.3
Dallas,2020-05-12,1.21,0.9500000000000001,1.44,1.1,1.3
Dallas,2020-05-13,1.17,0.9,1.3900000000000001,1.05,1.25
Dallas,2020-05-14,1.1300000000000001,0.86,1.35,1.01,1.21
Dallas,2020-05-15,1.09,0.8200000000000001,1.31,0.97,1.17
Dallas,2020-05-16,1.06,0.8,1.29,0.9500000000000001,1.1500000000000001
Dallas,2020-05-17,1.04,0.78,1.27,0.93,1.1300000000000001
Dallas,2020-05-18,0.99,0.73,1.22,0.84,1.05
Dallas,2020-05-19,0.98,0.71,1.21,0.84,1.05
Dallas,2020-05-20,0.98,0.71,1.21,0.8300000000000001,1.04
Dallas,2020-05-21,0.98,0.71,1.21,0.84,1.05
Dallas,2020-05-22,0.99,0.73,1.23,0.85,1.06
Dallas,2020-05-23,0.99,0.73,1.23,0.85,1.06
Dallas,2020-05-24,0.98,0.6900000000000001,1.2,0.84,1.05
Dallas,2020-05-25,0.98,0.7000000000000001,1.21,0.85,1.06
Dallas,2020-05-26,0.9500000000000001,0.67,1.18,0.81,1.02
Dallas,2020-05-27,0.96,0.6900000000000001,1.2,0.8300000000000001,1.04
Dallas,2020-05-28,0.99,0.72,1.23,0.86,1.07
Dallas,2020-05-29,1.01,0.74,1.25,0.89,1.1
Dallas,2020-05-30,1.04,0.77,1.28,0.91,1.12
Dallas,2020-05-31,1.06,0.78,1.29,0.93,1.1400000000000001
Dallas,2020-06-01,1.08,0.8,1.31,0.9500000000000001,1.16
Dallas,2020-06-02,1.11,0.85,1.35,0.97,1.18
Dallas,2020-06-03,1.1400000000000001,0.86,1.36,0.99,1.2
Dallas,2020-06-04,1.16,0.88,1.3800000000000001,1.01,1.22
Dallas,2020-06-05,1.17,0.91,1.4000000000000001,1.06,1.26
Dallas,2020-06-06,1.17,0.89,1.3800000000000001,1.04,1.24
Dallas,2020-06-07,1.16,0.9,1.3800000000000001,1.02,1.22
Dallas,2020-06-08,1.1400000000000001,0.88,1.36,1.01,1.21
Dallas,2020-06-09,1.1300000000000001,0.86,1.34,0.99,1.19
Dallas,2020-06-10,1.1400000000000001,0.89,1.36,0.99,1.19
Dallas,2020-06-11,1.1500000000000001,0.89,1.36,1.01,1.21
Dallas,2020-06-12,1.16,0.9,1.37,1.05,1.24
Dallas,2020-06-13,1.16,0.92,1.3800000000000001,1.04,1.23
Dallas,2020-06-14,1.1400000000000001,0.89,1.35,1.02,1.21
Dallas,2020-06-15,1.1400000000000001,0.88,1.34,1.01,1.2
Dallas,2020-06-16,1.1500000000000001,0.89,1.35,1.02,1.21
Dallas,2020-06-17,1.16,0.92,1.37,1.03,1.22
Dallas,2020-06-18,1.19,0.9400000000000001,1.3900000000000001,1.05,1.24
Dallas,2020-06-19,1.21,0.98,1.42,1.07,1.26
Dallas,2020-06-20,1.22,0.98,1.42,1.11,1.29
Dallas,2020-06-21,1.22,0.97,1.41,1.1,1.28
