county	date	positive
Hunt	20200328	1
Hutchinson	20200328	0
Irion	20200328	0
Jack	20200328	0
Jackson	20200328	1
Jasper	20200328	0
Jeff Davis	20200328	0
Jefferson	20200328	12
Jim Hogg	20200328	0
Jim Wells	20200328	0
Johnson	20200328	8
Jones	20200328	0
Karnes	20200328	1
Kaufman	20200328	2
Kendall	20200328	6
Kenedy	20200328	0
Kent	20200328	0
Kerr	20200328	0
Kimble	20200328	0
King	20200328	0
Kinney	20200328	0
Kleberg	20200328	0
Knox	20200328	0
Lamar	20200328	3
Lamb	20200328	1
Lampasas	20200328	0
La Salle	20200328	0
Lavaca	20200328	1
Lee	20200328	0
Leon	20200328	0
Liberty	20200328	2
Limestone	20200328	1
Lipscomb	20200328	0
Live Oak	20200328	0
Llano	20200328	2
Loving	20200328	0
Lubbock	20200328	31
Lynn	20200328	1
McCulloch	20200328	0
McLennan	20200328	34
McMullen	20200328	0
Madison	20200328	0
Marion	20200328	0
Martin	20200328	1
Mason	20200328	0
Matagorda	20200328	10
Maverick	20200328	1
Medina	20200328	3
Menard	20200328	0
Midland	20200328	8
Milam	20200328	2
Mills	20200328	0
Mitchell	20200328	0
Montague	20200328	1
Montgomery	20200328	47
Moore	20200328	0
Morris	20200328	1
Motley	20200328	0
Nacogdoches	20200328	1
Navarro	20200328	1
Newton	20200328	0
Nolan	20200328	0
Nueces	20200328	20
Ochiltree	20200328	0
Oldham	20200328	1
Orange	20200328	1
Palo Pinto	20200328	0
Panola	20200328	0
Parker	20200328	4
Parmer	20200328	0
Pecos	20200328	0
Polk	20200328	0
Potter	20200328	2
Presidio	20200328	0
Rains	20200328	0
Randall	20200328	3
Reagan	20200328	0
Real	20200328	0
Red River	20200328	0
Reeves	20200328	0
Refugio	20200328	0
Roberts	20200328	0
Robertson	20200328	2
Rockwall	20200328	3
Runnels	20200328	0
Rusk	20200328	2
Sabine	20200328	0
San Augustine	20200328	0
San Jacinto	20200328	0
San Patricio	20200328	1
San Saba	20200328	0
Schleicher	20200328	0
Scurry	20200328	0
Shackelford	20200328	0
Shelby	20200328	1
Sherman	20200328	0
Smith	20200328	27
Somervell	20200328	0
Starr	20200328	2
Stephens	20200328	0
Sterling	20200328	0
Stonewall	20200328	0
Sutton	20200328	0
Swisher	20200328	0
Tarrant	20200328	114
Taylor	20200328	2
Terrell	20200328	0
Terry	20200328	1
Throckmorton	20200328	0
Titus	20200328	0
Tom Green	20200328	3
Travis	20200328	160
Trinity	20200328	0
Tyler	20200328	0
Upshur	20200328	1
Upton	20200328	0
Uvalde	20200328	1
Val Verde	20200328	4
Van Zandt	20200328	1
Victoria	20200328	3
Walker	20200328	3
Waller	20200328	0
Ward	20200328	0
Washington	20200328	5
Webb	20200328	19
Wharton	20200328	3
Wheeler	20200328	0
Wichita	20200328	15
Wilbarger	20200328	0
Willacy	20200328	1
Williamson	20200328	34
Wilson	20200328	2
Winkler	20200328	0
Wise	20200328	0
Wood	20200328	0
Yoakum	20200328	0
Young	20200328	1
Zapata	20200328	0
Zavala	20200328	0
Anderson	20200329	0
Andrews	20200329	0
Angelina	20200329	3
Aransas	20200329	0
Archer	20200329	0
Armstrong	20200329	0
Atascosa	20200329	2
Austin	20200329	2
Bailey	20200329	0
Bandera	20200329	0
Bastrop	20200329	5
Baylor	20200329	0
Bee	20200329	0
Bell	20200329	28
Bexar	20200329	140
Blanco	20200329	1
Borden	20200329	0
Bosque	20200329	0
Bowie	20200329	3
Brazoria	20200329	61
Brazos	20200329	40
Brewster	20200329	0
Briscoe	20200329	0
Brooks	20200329	0
Brown	20200329	3
Burleson	20200329	1
Burnet	20200329	1
Caldwell	20200329	1
Calhoun	20200329	3
Callahan	20200329	0
Cameron	20200329	20
Camp	20200329	0
Carson	20200329	0
Cass	20200329	2
Castro	20200329	8
Chambers	20200329	3
Cherokee	20200329	1
Childress	20200329	0
Clay	20200329	0
Cochran	20200329	0
Coke	20200329	0
Coleman	20200329	0
Collin	20200329	128
Collingsworth	20200329	0
Colorado	20200329	0
Comal	20200329	9
Comanche	20200329	0
Concho	20200329	0
Cooke	20200329	0
Coryell	20200329	1
Cottle	20200329	0
Crane	20200329	1
Crockett	20200329	0
Crosby	20200329	0
Culberson	20200329	0
Dallam	20200329	0
Dallas	20200329	439
Dawson	20200329	1
Deaf Smith	20200329	2
Delta	20200329	0
Denton	20200329	148
DeWitt	20200329	3
Dickens	20200329	0
Dimmit	20200329	0
Donley	20200329	0
Duval	20200329	0
Eastland	20200329	3
Ector	20200329	1
Edwards	20200329	0
Ellis	20200329	13
El Paso	20200329	35
Erath	20200329	1
Falls	20200329	1
Fannin	20200329	1
Fayette	20200329	1
Fisher	20200329	0
Floyd	20200329	0
Foard	20200329	0
Fort Bend	20200329	101
Franklin	20200329	1
Freestone	20200329	0
Frio	20200329	0
Gaines	20200329	1
Galveston	20200329	49
Garza	20200329	0
Gillespie	20200329	0
Glasscock	20200329	0
Goliad	20200329	0
Gonzales	20200329	0
Gray	20200329	0
Grayson	20200329	3
Gregg	20200329	4
Grimes	20200329	2
Guadalupe	20200329	10
Hale	20200329	1
Hall	20200329	0
Hamilton	20200329	0
Hansford	20200329	0
Hardeman	20200329	0
Hardin	20200329	9
Harris	20200329	445
Harrison	20200329	1
Hartley	20200329	0
Haskell	20200329	0
Hays	20200329	13
Hemphill	20200329	0
Henderson	20200329	0
Hidalgo	20200329	27
Hill	20200329	0
Hockley	20200329	7
Hood	20200329	2
Hopkins	20200329	1
Houston	20200329	0
Howard	20200329	0
Hudspeth	20200329	0
Hunt	20200329	1
Hutchinson	20200329	0
Irion	20200329	0
Jack	20200329	0
Jackson	20200329	1
Jasper	20200329	0
Jeff Davis	20200329	0
Jefferson	20200329	16
Jim Hogg	20200329	0
Jim Wells	20200329	0
Johnson	20200329	8
Jones	20200329	0
Karnes	20200329	2
Kaufman	20200329	2
Kendall	20200329	7
Kenedy	20200329	0
Kent	20200329	0
Kerr	20200329	0
Kimble	20200329	0
King	20200329	0
Kinney	20200329	0
Kleberg	20200329	1
Knox	20200329	0
Lamar	20200329	3
Lamb	20200329	1
Lampasas	20200329	0
La Salle	20200329	0
Lavaca	20200329	1
Lee	20200329	0
Leon	20200329	0
Liberty	20200329	2
Limestone	20200329	1
Lipscomb	20200329	0
Live Oak	20200329	0
Llano	20200329	2
Loving	20200329	0
Lubbock	20200329	41
Lynn	20200329	1
McCulloch	20200329	0
McLennan	20200329	36
McMullen	20200329	0
Madison	20200329	0
Marion	20200329	0
Martin	20200329	1
Mason	20200329	0
Matagorda	20200329	12
Maverick	20200329	1
Medina	20200329	3
Menard	20200329	0
Midland	20200329	11
Milam	20200329	2
Mills	20200329	0
Mitchell	20200329	0
Montague	20200329	1
Montgomery	20200329	64
Moore	20200329	0
Morris	20200329	1
Motley	20200329	0
Nacogdoches	20200329	2
Navarro	20200329	1
Newton	20200329	0
Nolan	20200329	0
Nueces	20200329	21
Ochiltree	20200329	0
Oldham	20200329	2
Orange	20200329	1
Palo Pinto	20200329	0
Panola	20200329	0
Parker	20200329	4
Parmer	20200329	0
Pecos	20200329	0
Polk	20200329	1
Potter	20200329	4
Presidio	20200329	0
Rains	20200329	0
Randall	20200329	3
Reagan	20200329	0
Real	20200329	0
Red River	20200329	0
Reeves	20200329	0
Refugio	20200329	0
Roberts	20200329	0
Robertson	20200329	2
Rockwall	20200329	4
Runnels	20200329	0
Rusk	20200329	3
Sabine	20200329	0
San Augustine	20200329	0
San Jacinto	20200329	1
San Patricio	20200329	1
San Saba	20200329	0
Schleicher	20200329	0
Scurry	20200329	0
Shackelford	20200329	0
Shelby	20200329	1
Sherman	20200329	0
Smith	20200329	30
Somervell	20200329	0
Starr	20200329	2
Stephens	20200329	0
Sterling	20200329	0
Stonewall	20200329	0
Sutton	20200329	0
Swisher	20200329	1
Tarrant	20200329	139
Taylor	20200329	7
Terrell	20200329	0
Terry	20200329	3
Throckmorton	20200329	0
Titus	20200329	0
Tom Green	20200329	3
Travis	20200329	179
Trinity	20200329	0
Tyler	20200329	0
Upshur	20200329	1
Upton	20200329	0
Uvalde	20200329	2
Val Verde	20200329	5
Van Zandt	20200329	1
Victoria	20200329	3
Walker	20200329	3
Waller	20200329	3
Ward	20200329	0
Washington	20200329	5
Webb	20200329	25
Wharton	20200329	6
Wheeler	20200329	0
Wichita	20200329	26
Wilbarger	20200329	0
Willacy	20200329	2
Williamson	20200329	37
Wilson	20200329	2
Winkler	20200329	0
Wise	20200329	0
Wood	20200329	0
Yoakum	20200329	0
Young	20200329	1
Zapata	20200329	0
Zavala	20200329	0
Anderson	20200330	0
Andrews	20200330	0
Angelina	20200330	3
Aransas	20200330	0
Archer	20200330	0
Armstrong	20200330	0
Atascosa	20200330	2
Austin	20200330	2
Bailey	20200330	0
Bandera	20200330	0
Bastrop	20200330	6
Baylor	20200330	0
Bee	20200330	0
Bell	20200330	28
Bexar	20200330	157
Blanco	20200330	1
Borden	20200330	0
Bosque	20200330	0
Bowie	20200330	4
Brazoria	20200330	61
Brazos	20200330	44
Brewster	20200330	0
Briscoe	20200330	0
Brooks	20200330	0
Brown	20200330	3
Burleson	20200330	1
Burnet	20200330	2
Caldwell	20200330	1
Calhoun	20200330	3
Callahan	20200330	0
Cameron	20200330	20
Camp	20200330	0
Carson	20200330	0
Cass	20200330	2
Castro	20200330	8
Chambers	20200330	5
Cherokee	20200330	1
Childress	20200330	0
Clay	20200330	0
Cochran	20200330	0
Coke	20200330	0
Coleman	20200330	0
Collin	20200330	134
Collingsworth	20200330	0
Colorado	20200330	0
Comal	20200330	9
Comanche	20200330	0
Concho	20200330	0
Cooke	20200330	0
Coryell	20200330	1
Cottle	20200330	0
Crane	20200330	1
Crockett	20200330	0
Crosby	20200330	0
Culberson	20200330	0
Dallam	20200330	0
Dallas	20200330	488
Dawson	20200330	1
Deaf Smith	20200330	2
Delta	20200330	0
Denton	20200330	165
DeWitt	20200330	3
Dickens	20200330	0
Dimmit	20200330	0
Donley	20200330	0
Duval	20200330	0
Eastland	20200330	3
Ector	20200330	3
Edwards	20200330	0
Ellis	20200330	15
El Paso	20200330	40
Erath	20200330	1
Falls	20200330	1
Fannin	20200330	1
Fayette	20200330	2
Fisher	20200330	0
Floyd	20200330	0
Foard	20200330	0
Fort Bend	20200330	119
Franklin	20200330	1
Freestone	20200330	0
Frio	20200330	0
Gaines	20200330	1
Galveston	20200330	70
Garza	20200330	0
Gillespie	20200330	0
Glasscock	20200330	0
Goliad	20200330	0
Gonzales	20200330	0
Gray	20200330	0
Grayson	20200330	6
Gregg	20200330	5
Grimes	20200330	2
Guadalupe	20200330	13
Hale	20200330	1
Hall	20200330	0
Hamilton	20200330	0
Hansford	20200330	0
Hardeman	20200330	0
Hardin	20200330	9
Harris	20200330	526
Harrison	20200330	1
Hartley	20200330	0
Haskell	20200330	0
Hays	20200330	16
Hemphill	20200330	0
Henderson	20200330	0
Hidalgo	20200330	28
Hill	20200330	1
Hockley	20200330	7
Hood	20200330	3
Hopkins	20200330	2
Houston	20200330	0
Howard	20200330	0
Hudspeth	20200330	0
Hunt	20200330	3
Hutchinson	20200330	0
Irion	20200330	0
Jack	20200330	0
Jackson	20200330	1
Jasper	20200330	0
Jeff Davis	20200330	0
Jefferson	20200330	18
Jim Hogg	20200330	0
Jim Wells	20200330	0
Johnson	20200330	8
Jones	20200330	0
Karnes	20200330	2
Kaufman	20200330	3
Kendall	20200330	7
Kenedy	20200330	0
Kent	20200330	0
Kerr	20200330	0
Kimble	20200330	0
King	20200330	0
Kinney	20200330	0
Kleberg	20200330	1
Knox	20200330	0
Lamar	20200330	3
Lamb	20200330	1
Lampasas	20200330	0
La Salle	20200330	0
Lavaca	20200330	1
Lee	20200330	0
Leon	20200330	1
Liberty	20200330	2
Limestone	20200330	2
Lipscomb	20200330	0
Live Oak	20200330	0
Llano	20200330	3
Loving	20200330	0
Lubbock	20200330	51
Lynn	20200330	2
McCulloch	20200330	0
McLennan	20200330	36
McMullen	20200330	0
Madison	20200330	0
Marion	20200330	0
Martin	20200330	1
Mason	20200330	0
Matagorda	20200330	13
Maverick	20200330	1
Medina	20200330	3
Menard	20200330	0
Midland	20200330	13
Milam	20200330	2
Mills	20200330	0
Mitchell	20200330	0
Montague	20200330	1
Montgomery	20200330	66
Moore	20200330	1
Morris	20200330	1
Motley	20200330	0
Nacogdoches	20200330	2
Navarro	20200330	3
Newton	20200330	0
Nolan	20200330	0
Nueces	20200330	22
Ochiltree	20200330	0
Oldham	20200330	2
Orange	20200330	5
Palo Pinto	20200330	0
Panola	20200330	0
Parker	20200330	4
Parmer	20200330	0
Pecos	20200330	0
Polk	20200330	1
Potter	20200330	5
Presidio	20200330	0
Rains	20200330	0
Randall	20200330	6
Reagan	20200330	0
Real	20200330	0
Red River	20200330	0
Reeves	20200330	0
Refugio	20200330	0
Roberts	20200330	0
Robertson	20200330	2
Rockwall	20200330	4
Runnels	20200330	0
Rusk	20200330	3
Sabine	20200330	0
San Augustine	20200330	0
San Jacinto	20200330	1
San Patricio	20200330	1
San Saba	20200330	0
Schleicher	20200330	0
Scurry	20200330	0
Shackelford	20200330	0
Shelby	20200330	2
Sherman	20200330	0
Smith	20200330	32
Somervell	20200330	0
Starr	20200330	2
Stephens	20200330	0
Sterling	20200330	0
Stonewall	20200330	0
Sutton	20200330	0
Swisher	20200330	1
Tarrant	20200330	139
Taylor	20200330	7
Terrell	20200330	0
Terry	20200330	3
Throckmorton	20200330	0
Titus	20200330	0
Tom Green	20200330	5
Travis	20200330	200
Trinity	20200330	0
Tyler	20200330	0
Upshur	20200330	2
Upton	20200330	0
Uvalde	20200330	2
Val Verde	20200330	5
Van Zandt	20200330	2
Victoria	20200330	6
Walker	20200330	3
Waller	20200330	3
Ward	20200330	0
Washington	20200330	8
Webb	20200330	32
Wharton	20200330	6
Wheeler	20200330	0
Wichita	20200330	28
Wilbarger	20200330	0
Willacy	20200330	2
Williamson	20200330	37
Wilson	20200330	2
Winkler	20200330	0
Wise	20200330	1
Wood	20200330	0
Yoakum	20200330	0
Young	20200330	1
Zapata	20200330	0
Zavala	20200330	0
Anderson	20200331	0
Andrews	20200331	0
Angelina	20200331	4
Aransas	20200331	0
Archer	20200331	0
Armstrong	20200331	0
Atascosa	20200331	2
Austin	20200331	2
Bailey	20200331	0
Bandera	20200331	0
Bastrop	20200331	6
Baylor	20200331	0
Bee	20200331	0
Bell	20200331	36
Bexar	20200331	168
Blanco	20200331	1
Borden	20200331	0
Bosque	20200331	0
Bowie	20200331	9
Brazoria	20200331	79
Brazos	20200331	46
Brewster	20200331	0
Briscoe	20200331	0
Brooks	20200331	0
Brown	20200331	3
Burleson	20200331	1
Burnet	20200331	2
Caldwell	20200331	1
Calhoun	20200331	3
Callahan	20200331	0
Cameron	20200331	26
Camp	20200331	0
Carson	20200331	0
Cass	20200331	2
Castro	20200331	8
Chambers	20200331	8
Cherokee	20200331	2
Childress	20200331	0
Clay	20200331	0
Cochran	20200331	0
Coke	20200331	0
Coleman	20200331	0
Collin	20200331	160
Collingsworth	20200331	0
Colorado	20200331	0
Comal	20200331	11
Comanche	20200331	0
Concho	20200331	0
Cooke	20200331	0
Coryell	20200331	1
Cottle	20200331	0
Crane	20200331	1
Crockett	20200331	0
Crosby	20200331	0
Culberson	20200331	0
Dallam	20200331	0
Dallas	20200331	549
Dawson	20200331	3
Deaf Smith	20200331	2
Delta	20200331	0
Denton	20200331	191
DeWitt	20200331	3
Dickens	20200331	0
Dimmit	20200331	0
Donley	20200331	0
Duval	20200331	0
Eastland	20200331	3
Ector	20200331	7
Edwards	20200331	0
Ellis	20200331	16
El Paso	20200331	46
Erath	20200331	1
Falls	20200331	1
Fannin	20200331	1
Fayette	20200331	2
Fisher	20200331	0
Floyd	20200331	0
Foard	20200331	0
Fort Bend	20200331	119
Franklin	20200331	1
Freestone	20200331	0
Frio	20200331	0
Gaines	20200331	1
Galveston	20200331	92
Garza	20200331	0
Gillespie	20200331	0
Glasscock	20200331	0
Goliad	20200331	0
Gonzales	20200331	0
Gray	20200331	0
Grayson	20200331	7
Gregg	20200331	5
Grimes	20200331	3
Guadalupe	20200331	15
Hale	20200331	1
Hall	20200331	0
Hamilton	20200331	0
Hansford	20200331	0
Hardeman	20200331	0
Hardin	20200331	12
Harris	20200331	563
Harrison	20200331	1
Hartley	20200331	0
Haskell	20200331	0
Hays	20200331	24
Hemphill	20200331	0
Henderson	20200331	0
Hidalgo	20200331	38
Hill	20200331	1
Hockley	20200331	7
Hood	20200331	6
Hopkins	20200331	2
Houston	20200331	0
Howard	20200331	0
Hudspeth	20200331	0
Hunt	20200331	4
Hutchinson	20200331	0
Irion	20200331	0
Jack	20200331	0
Jackson	20200331	1
Jasper	20200331	0
Jeff Davis	20200331	0
Jefferson	20200331	18
Jim Hogg	20200331	0
Jim Wells	20200331	0
Johnson	20200331	8
Jones	20200331	0
Karnes	20200331	2
Kaufman	20200331	3
Kendall	20200331	7
Kenedy	20200331	0
Kent	20200331	0
Kerr	20200331	0
Kimble	20200331	0
King	20200331	0
Kinney	20200331	0
Kleberg	20200331	1
Knox	20200331	0
Lamar	20200331	3
Lamb	20200331	1
Lampasas	20200331	0
La Salle	20200331	0
Lavaca	20200331	1
Lee	20200331	0
Leon	20200331	1
Liberty	20200331	2
Limestone	20200331	2
Lipscomb	20200331	0
Live Oak	20200331	0
Llano	20200331	3
Loving	20200331	0
Lubbock	20200331	77
Lynn	20200331	2
McCulloch	20200331	0
McLennan	20200331	39
McMullen	20200331	0
Madison	20200331	0
Marion	20200331	0
Martin	20200331	1
Mason	20200331	0
Matagorda	20200331	13
Maverick	20200331	1
Medina	20200331	3
Menard	20200331	0
Midland	20200331	13
Milam	20200331	2
Mills	20200331	0
Mitchell	20200331	0
Montague	20200331	1
Montgomery	20200331	81
Moore	20200331	1
Morris	20200331	1
Motley	20200331	0
Nacogdoches	20200331	2
Navarro	20200331	3
Newton	20200331	0
Nolan	20200331	0
Nueces	20200331	31
Ochiltree	20200331	0
Oldham	20200331	2
Orange	20200331	5
Palo Pinto	20200331	0
Panola	20200331	0
Parker	20200331	4
Parmer	20200331	0
Pecos	20200331	0
Polk	20200331	4
Potter	20200331	5
Presidio	20200331	0
Rains	20200331	0
Randall	20200331	6
Reagan	20200331	0
Real	20200331	0
Red River	20200331	0
Reeves	20200331	0
Refugio	20200331	0
Roberts	20200331	0
Robertson	20200331	2
Rockwall	20200331	5
Runnels	20200331	0
Rusk	20200331	3
Sabine	20200331	0
San Augustine	20200331	0
San Jacinto	20200331	1
San Patricio	20200331	1
San Saba	20200331	0
Schleicher	20200331	0
Scurry	20200331	0
Shackelford	20200331	0
Shelby	20200331	2
Sherman	20200331	0
Smith	20200331	32
Somervell	20200331	0
Starr	20200331	2
Stephens	20200331	0
Sterling	20200331	0
Stonewall	20200331	0
Sutton	20200331	0
Swisher	20200331	1
Tarrant	20200331	175
Taylor	20200331	11
Terrell	20200331	0
Terry	20200331	4
Throckmorton	20200331	0
Titus	20200331	0
Tom Green	20200331	6
Travis	20200331	206
Trinity	20200331	0
Tyler	20200331	0
Upshur	20200331	2
Upton	20200331	0
Uvalde	20200331	2
Val Verde	20200331	5
Van Zandt	20200331	2
Victoria	20200331	9
Walker	20200331	3
Waller	20200331	3
Ward	20200331	0
Washington	20200331	8
Webb	20200331	37
Wharton	20200331	6
Wheeler	20200331	0
Wichita	20200331	30
Wilbarger	20200331	0
Willacy	20200331	2
Williamson	20200331	42
Wilson	20200331	3
Winkler	20200331	0
Wise	20200331	1
Wood	20200331	0
Yoakum	20200331	0
Young	20200331	1
Zapata	20200331	0
Zavala	20200331	0
Anderson	20200401	1
Andrews	20200401	0
Angelina	20200401	5
Aransas	20200401	0
Archer	20200401	0
Armstrong	20200401	0
Atascosa	20200401	2
Austin	20200401	2
Bailey	20200401	0
Bandera	20200401	0
Bastrop	20200401	7
Baylor	20200401	0
Bee	20200401	0
Bell	20200401	44
Bexar	20200401	207
Blanco	20200401	1
Borden	20200401	0
Bosque	20200401	0
Bowie	20200401	9
Brazoria	20200401	95
Brazos	20200401	53
Brewster	20200401	0
Briscoe	20200401	0
Brooks	20200401	0
Brown	20200401	3
Burleson	20200401	1
Burnet	20200401	3
Caldwell	20200401	1
Calhoun	20200401	7
Callahan	20200401	0
Cameron	20200401	26
Camp	20200401	1
Carson	20200401	0
Cass	20200401	3
Castro	20200401	8
Chambers	20200401	9
Cherokee	20200401	4
Childress	20200401	0
Clay	20200401	1
Cochran	20200401	0
Coke	20200401	0
Coleman	20200401	0
Collin	20200401	184
Collingsworth	20200401	0
Colorado	20200401	2
Comal	20200401	11
Comanche	20200401	1
Concho	20200401	0
Cooke	20200401	0
Coryell	20200401	1
Cottle	20200401	0
Crane	20200401	2
Crockett	20200401	0
Crosby	20200401	0
Culberson	20200401	0
Dallam	20200401	0
Dallas	20200401	631
Dawson	20200401	3
Deaf Smith	20200401	2
Delta	20200401	0
Denton	20200401	206
DeWitt	20200401	4
Dickens	20200401	0
Dimmit	20200401	0
Donley	20200401	0
Duval	20200401	0
Eastland	20200401	3
Ector	20200401	11
Edwards	20200401	0
Ellis	20200401	20
El Paso	20200401	50
Erath	20200401	2
Falls	20200401	1
Fannin	20200401	1
Fayette	20200401	4
Fisher	20200401	0
Floyd	20200401	0
Foard	20200401	0
Fort Bend	20200401	163
Franklin	20200401	1
Freestone	20200401	0
Frio	20200401	0
Gaines	20200401	1
Galveston	20200401	106
Garza	20200401	0
Gillespie	20200401	0
Glasscock	20200401	0
Goliad	20200401	0
Gonzales	20200401	1
Gray	20200401	1
Grayson	20200401	8
Gregg	20200401	6
Grimes	20200401	3
Guadalupe	20200401	17
Hale	20200401	1
Hall	20200401	0
Hamilton	20200401	0
Hansford	20200401	0
Hardeman	20200401	0
Hardin	20200401	13
Harris	20200401	680
Harrison	20200401	3
Hartley	20200401	0
Haskell	20200401	0
Hays	20200401	38
Hemphill	20200401	0
Henderson	20200401	1
Hidalgo	20200401	46
Hill	20200401	2
Hockley	20200401	7
Hood	20200401	6
Hopkins	20200401	3
Houston	20200401	0
Howard	20200401	0
Hudspeth	20200401	0
Hunt	20200401	4
Hutchinson	20200401	0
Irion	20200401	0
Jack	20200401	0
Jackson	20200401	1
Jasper	20200401	0
Jeff Davis	20200401	0
Jefferson	20200401	27
Jim Hogg	20200401	0
Jim Wells	20200401	0
Johnson	20200401	12
Jones	20200401	0
Karnes	20200401	2
Kaufman	20200401	4
Kendall	20200401	7
Kenedy	20200401	0
Kent	20200401	0
Kerr	20200401	1
Kimble	20200401	0
King	20200401	0
Kinney	20200401	0
Kleberg	20200401	1
Knox	20200401	0
Lamar	20200401	3
Lamb	20200401	1
Lampasas	20200401	0
La Salle	20200401	0
Lavaca	20200401	1
Lee	20200401	0
Leon	20200401	2
Liberty	20200401	3
Limestone	20200401	2
Lipscomb	20200401	0
Live Oak	20200401	1
Llano	20200401	3
Loving	20200401	0
Lubbock	20200401	100
Lynn	20200401	2
McCulloch	20200401	0
McLennan	20200401	44
McMullen	20200401	0
Madison	20200401	0
Marion	20200401	0
Martin	20200401	1
Mason	20200401	0
Matagorda	20200401	25
Maverick	20200401	1
Medina	20200401	3
Menard	20200401	0
Midland	20200401	16
Milam	20200401	2
Mills	20200401	0
Mitchell	20200401	0
Montague	20200401	1
Montgomery	20200401	93
Moore	20200401	1
Morris	20200401	1
Motley	20200401	0
Nacogdoches	20200401	4
Navarro	20200401	4
Newton	20200401	1
Nolan	20200401	0
Nueces	20200401	34
Ochiltree	20200401	0
Oldham	20200401	2
Orange	20200401	7
Palo Pinto	20200401	0
Panola	20200401	0
Parker	20200401	4
Parmer	20200401	0
Pecos	20200401	0
Polk	20200401	4
Potter	20200401	10
Presidio	20200401	0
Rains	20200401	0
Randall	20200401	6
Reagan	20200401	0
Real	20200401	0
Red River	20200401	0
Reeves	20200401	0
Refugio	20200401	0
Roberts	20200401	0
Robertson	20200401	2
Rockwall	20200401	9
Runnels	20200401	0
Rusk	20200401	5
Sabine	20200401	0
San Augustine	20200401	1
San Jacinto	20200401	1
San Patricio	20200401	2
San Saba	20200401	0
Schleicher	20200401	0
Scurry	20200401	0
Shackelford	20200401	0
Shelby	20200401	2
Sherman	20200401	0
Smith	20200401	37
Somervell	20200401	0
Starr	20200401	4
Stephens	20200401	0
Sterling	20200401	0
Stonewall	20200401	0
Sutton	20200401	0
Swisher	20200401	1
Tarrant	20200401	273
Taylor	20200401	14
Terrell	20200401	0
Terry	20200401	4
Throckmorton	20200401	0
Titus	20200401	0
Tom Green	20200401	9
Travis	20200401	244
Trinity	20200401	0
Tyler	20200401	0
Upshur	20200401	2
Upton	20200401	0
Uvalde	20200401	4
Val Verde	20200401	5
Van Zandt	20200401	2
Victoria	20200401	16
Walker	20200401	5
Waller	20200401	3
Ward	20200401	0
Washington	20200401	17
Webb	20200401	45
Wharton	20200401	7
Wheeler	20200401	0
Wichita	20200401	38
Wilbarger	20200401	0
Willacy	20200401	2
Williamson	20200401	50
Wilson	20200401	5
Winkler	20200401	0
Wise	20200401	3
Wood	20200401	1
Yoakum	20200401	0
Young	20200401	3
Zapata	20200401	0
Zavala	20200401	0
Anderson	20200402	1
Andrews	20200402	0
Angelina	20200402	5
Aransas	20200402	0
Archer	20200402	0
Armstrong	20200402	0
Atascosa	20200402	2
Austin	20200402	4
Bailey	20200402	0
Bandera	20200402	0
Bastrop	20200402	7
Baylor	20200402	0
Bee	20200402	0
Bell	20200402	46
Bexar	20200402	229
Blanco	20200402	1
Borden	20200402	0
Bosque	20200402	0
Bowie	20200402	9
Brazoria	20200402	109
Brazos	20200402	63
Brewster	20200402	0
Briscoe	20200402	0
Brooks	20200402	0
Brown	20200402	3
Burleson	20200402	1
Burnet	20200402	4
Caldwell	20200402	1
Calhoun	20200402	8
Callahan	20200402	0
Cameron	20200402	37
Camp	20200402	1
Carson	20200402	0
Cass	20200402	4
Castro	20200402	8
Chambers	20200402	9
Cherokee	20200402	5
Childress	20200402	0
Clay	20200402	1
Cochran	20200402	0
Coke	20200402	0
Coleman	20200402	0
Collin	20200402	184
Collingsworth	20200402	0
Colorado	20200402	2
Comal	20200402	12
Comanche	20200402	1
Concho	20200402	0
Cooke	20200402	0
Coryell	20200402	1
Cottle	20200402	0
Crane	20200402	2
Crockett	20200402	0
Crosby	20200402	0
Culberson	20200402	0
Dallam	20200402	0
Dallas	20200402	731
Dawson	20200402	3
Deaf Smith	20200402	2
Delta	20200402	0
Denton	20200402	231
DeWitt	20200402	4
Dickens	20200402	0
Dimmit	20200402	0
Donley	20200402	1
Duval	20200402	0
Eastland	20200402	3
Ector	20200402	12
Edwards	20200402	0
Ellis	20200402	26
El Paso	20200402	68
Erath	20200402	2
Falls	20200402	1
Fannin	20200402	1
Fayette	20200402	4
Fisher	20200402	0
Floyd	20200402	0
Foard	20200402	0
Fort Bend	20200402	194
Franklin	20200402	1
Freestone	20200402	0
Frio	20200402	0
Gaines	20200402	1
Galveston	20200402	118
Garza	20200402	0
Gillespie	20200402	1
Glasscock	20200402	0
Goliad	20200402	1
Gonzales	20200402	1
Gray	20200402	1
Grayson	20200402	11
Gregg	20200402	7
Grimes	20200402	3
Guadalupe	20200402	20
Hale	20200402	1
Hall	20200402	0
Hamilton	20200402	0
Hansford	20200402	0
Hardeman	20200402	0
Hardin	20200402	14
Harris	20200402	847
Harrison	20200402	5
Hartley	20200402	0
Haskell	20200402	0
Hays	20200402	42
Hemphill	20200402	0
Henderson	20200402	1
Hidalgo	20200402	62
Hill	20200402	3
Hockley	20200402	7
Hood	20200402	6
Hopkins	20200402	3
Houston	20200402	0
Howard	20200402	0
Hudspeth	20200402	0
Hunt	20200402	4
Hutchinson	20200402	0
Irion	20200402	0
Jack	20200402	0
